Num_c,SMILES,cid,iupac_name,molecular_weight,molecular_formula,complexity,rotatable_bond_count,heavy_atom_count,xlogp,Chloride_CAS,Bromide_CAS,Iodide_CAS,Fluoride_CAS
12,CCCCCCC[N+](C)(CC)CC,23088836.0,diethyl-heptyl-methylazanium,186.36,C12H28N+,106.0,8.0,13.0,3.9,,,,
12,CCCCCC[N+](C)(C)CC(C)C,148222309.0,hexyl-dimethyl-(2-methylpropyl)azanium,186.36,C12H28N+,116.0,7.0,13.0,3.9,,,,
12,CCCCCC[N+](C)(C)CCCC,23088839.0,butyl-hexyl-dimethylazanium,186.36,C12H28N+,108.0,8.0,13.0,3.9,,157986-16-8,,
12,CCCCCC[N+](C)(CC)CCC,87446870.0,ethyl-hexyl-methyl-propylazanium,186.36,C12H28N+,112.0,8.0,13.0,3.9,,,,
12,CCCCCC[N+](CC)(CC)CC,193021.0,triethyl(hexyl)azanium,186.36,,,,,,,"627-293-3, 13028-71-2",,
12,CCCCC[N+](C)(C)CCC(C)C,159915855.0,dimethyl-(3-methylbutyl)-pentylazanium,186.36,C12H28N+,116.0,7.0,13.0,3.8,,,,
12,CCCCC[N+](C)(C)CCCCC,11149782.0,dimethyl(dipentyl)azanium,186.36,C12H28N+,95.0,8.0,13.0,3.9,,700380-89-8,,
12,CCCCC[N+](C)(CC)CCCC,87508333.0,butyl-ethyl-methyl-pentylazanium,186.36,C12H28N+,112.0,8.0,13.0,3.7,,,,
12,CCCCC[N+](C)(CCC)CCC,23088840.0,methyl-pentyl-dipropylazanium,186.36,,,,,,,,,
12,CCCCC[N+](CC)(CC)CCC,23088853.0,diethyl-pentyl-propylazanium,186.36,C12H28N+,106.0,8.0,13.0,3.7,,,,
12,CCCC[N+](C)(C)CCCC(C)C,15636637.0,butyl-dimethyl-(4-methylpentyl)azanium,186.36,C12H28N+,116.0,7.0,13.0,3.6,,,,
12,CCCC[N+](C)(CCC)CC(C)C,20341239.0,butyl-methyl-(2-methylpropyl)-propylazanium,186.36,C12H28N+,120.0,7.0,13.0,3.8,,,,
12,CCCC[N+](C)(CCC)CCCC,87508941.0,dibutyl-methyl-propylazanium,186.36,C12H28N+,102.0,8.0,13.0,3.7,,,,
12,CCCC[N+](CC)(CC)CCCC,45730.0,dibutyl(diethyl)azanium,186.36,C12H28N+,95.0,8.0,13.0,3.5,,289885-08-1,861885-80-5,
12,CCCC[N+](CC)(CCC)CCC,87824094.0,butyl-ethyl-dipropylazanium,186.36,C12H28N+,104.0,8.0,13.0,3.7,,,,
12,CCC[N+](C)(C)CCCCC(C)C,157100785.0,dimethyl-(5-methylhexyl)-propylazanium,186.36,,,,,,,,,
12,CCC[N+](C)(CCC)CC(C)CC,139247008.0,methyl-(2-methylbutyl)-dipropylazanium,186.36,C12H28N+,114.0,7.0,13.0,3.8,,,,
12,CCC[N+](CC)(CC)CCC(C)C,177124330.0,diethyl-(3-methylbutyl)-propylazanium,186.36,C12H28N+,114.0,7.0,13.0,3.6,,,,
12,CCC[N+](CC)(CCC)CC(C)C,87478720.0,ethyl-(2-methylpropyl)-dipropylazanium,186.36,C12H28N+,112.0,7.0,13.0,3.8,,,,
12,CCC[N+](CCC)(CCC)CCC,9559.0,tetrapropylazanium,186.36,C12H28N+,80.0,8.0,13.0,3.9,"227-375-5, 5810-42-4","217-727-6, 1941-30-6","631-40-3, 211-157-1",7217-93-8
12,CC[N+](CC)(CC(C)C)CC(C)C,117974218.0,diethyl-bis(2-methylpropyl)azanium,186.36,,,,,,,,,
12,CC[N+](CC)(CC)CCCC(C)C,122449059.0,triethyl(4-methylpentyl)azanium,186.36,C12H28N+,106.0,7.0,13.0,3.4,,,,
13,CC(C)CCC[N+](C)(C)CCC(C)C,15636643.0,dimethyl-(3-methylbutyl)-(4-methylpentyl)azanium,200.38,C13H30N+,136.0,7.0,14.0,4.0,,,,
13,CC(C)C[N+](C)(CC(C)C)CC(C)C,11187184.0,methyl-tris(2-methylpropyl)azanium,200.38,C13H30N+,121.0,6.0,14.0,4.3,123617-55-0,,,
13,CCCCC(C)C[N+](C)(CC)CCC,149590417.0,ethyl-methyl-(2-methylhexyl)-propylazanium,200.38,C13H30N+,133.0,8.0,14.0,4.3,,,,
13,CCCCC(C)C[N+](CC)(CC)CC,154000463.0,triethyl(2-methylhexyl)azanium,200.38,C13H30N+,119.0,8.0,14.0,4.2,,,,
13,CCCCCCCCCC[N+](C)(C)C,16389.0,decyl(trimethyl)azanium,200.38,C13H30N+,113.0,9.0,14.0,5.3,"10108-87-9, 233-299-3","2082-84-0, 218-219-7",,
13,CCCCCCCCC[N+](C)(C)CC,23088850.0,ethyl-dimethyl-nonylazanium,200.38,C13H30N+,118.0,9.0,14.0,4.6,,,,
13,CCCCCCCC[N+](C)(C)CCC,54512768.0,dimethyl-octyl-propylazanium,200.38,C13H30N+,118.0,9.0,14.0,4.6,,,,
13,CCCCCCCC[N+](C)(CC)CC,23148562.0,diethyl-methyl-octylazanium,200.38,C13H30N+,116.0,9.0,14.0,4.4,,,,
13,CCCCCCC[N+](C)(C)CCCC,23088855.0,butyl-heptyl-dimethylazanium,200.38,C13H30N+,118.0,9.0,14.0,4.4,,,,
13,CCCCCCC[N+](CC)(CC)CC,14389559.0,triethyl(heptyl)azanium,200.38,,,,,,62977-86-0,,,
13,CCCCCC[N+](C)(C)CCC(C)C,159915856.0,hexyl-dimethyl-(3-methylbutyl)azanium,200.38,C13H30N+,127.0,8.0,14.0,4.3,,,,
13,CCCCCC[N+](C)(C)CCCCC,23088834.0,hexyl-dimethyl-pentylazanium,200.38,C13H30N+,118.0,9.0,14.0,4.4,,,,
13,CCCCCC[N+](C)(CC)CCCC,57165305.0,butyl-ethyl-hexyl-methylazanium,200.38,C13H30N+,122.0,9.0,14.0,4.2,,,,
13,CCCCCC[N+](C)(CCC)CCC,87508855.0,hexyl-methyl-dipropylazanium,200.38,C13H30N+,114.0,9.0,14.0,4.4,,,,
13,CCCCCC[N+](CC)(CC)CCC,153996761.0,diethyl-hexyl-propylazanium,200.38,C13H30N+,116.0,9.0,14.0,4.2,,,,
13,CCCCC[N+](C)(C)CCCC(C)C,161625669.0,dimethyl-(4-methylpentyl)-pentylazanium,200.38,C13H30N+,127.0,8.0,14.0,4.1,,,,
13,CCCCC[N+](C)(CC)CCCCC,57048141.0,ethyl-methyl-dipentylazanium,200.38,C13H30N+,110.0,9.0,14.0,4.2,,,,
13,CCCCC[N+](C)(CCC)CCCC,87508327.0,butyl-methyl-pentyl-propylazanium,200.38,C13H30N+,122.0,9.0,14.0,4.2,,,,
13,CCCCC[N+](CC)(CC)CCCC,118020623.0,butyl-diethyl-pentylazanium,200.38,C13H30N+,116.0,9.0,14.0,4.1,,,,
13,CCCCC[N+](CC)(CCC)CCC,118020792.0,ethyl-pentyl-dipropylazanium,200.38,C13H30N+,114.0,9.0,14.0,4.2,,,,
13,CCCC[N+](C)(C)CCCCC(C)C,157100786.0,butyl-dimethyl-(5-methylhexyl)azanium,200.38,C13H30N+,127.0,8.0,14.0,4.1,,,,
13,CCCC[N+](C)(CCC)CC(C)(C)C,172207345.0,"butyl-(2,2-dimethylpropyl)-methyl-propylazanium",200.38,C13H30N+,146.0,7.0,14.0,4.2,,,,
13,CCCC[N+](C)(CCCC)CCCC,36209.0,tributyl(methyl)azanium,200.38,C13H30N+,98.0,9.0,14.0,4.0,"56375-79-2, 260-135-8","253-313-1, 37026-88-3","3085-79-8, 221-402-4",60435-95-2
13,CCCC[N+](CC)(CCC)CCCC,5257973.0,dibutyl-ethyl-propylazanium,200.38,C13H30N+,112.0,9.0,14.0,4.0,,,,
13,CCCC[N+](CCC)(CCC)CCC,19180.0,butyl(tripropyl)azanium,200.38,C13H30N+,103.0,9.0,14.0,4.2,186033-08-9,"262-637-2, 61175-77-7",3593-24-6,
13,CCC[N+](CCC)(CCC)CC(C)C,18761864.0,2-methylpropyl(tripropyl)azanium,200.38,C13H30N+,112.0,8.0,14.0,4.3,,,,
13,CC[N+](C)(CC(C)(C)C)CC(C)(C)C,126641745.0,"bis(2,2-dimethylpropyl)-ethyl-methylazanium",200.38,C13H30N+,153.0,5.0,14.0,4.1,,,,
13,CC[N+](CC)(CC)CCCCC(C)C,141658702.0,triethyl(5-methylhexyl)azanium,200.38,C13H30N+,117.0,8.0,14.0,4.0,,,,
14,CC(C)CCC[N+](C)(C)CCCC(C)C,86159926.0,dimethyl-bis(4-methylpentyl)azanium,214.41,C14H32N+,131.0,8.0,15.0,4.4,,,,
14,CCC(C)CCCC[N+](CC)(CC)CC,170310929.0,triethyl(5-methylheptyl)azanium,214.41,C14H32N+,130.0,9.0,15.0,4.5,,,,
14,CCCCC(C)(C)C[N+](C)(C)CCCC,163469227.0,"butyl-(2,2-dimethylhexyl)-dimethylazanium",214.41,C14H32N+,159.0,8.0,15.0,4.7,,,,
14,CCCCCCCCCCC[N+](C)(C)C,5228566.0,trimethyl(undecyl)azanium,214.41,C14H32N+,124.0,10.0,15.0,5.3,,2650-58-0,,
14,CCCCCCCCCC[N+](C)(C)CC,9974561.0,decyl-ethyl-dimethylazanium,214.41,C14H32N+,129.0,10.0,15.0,5.1,,,,
14,CCCCCCCCC[N+](C)(C)CCC,54218218.0,dimethyl-nonyl-propylazanium,214.41,C14H32N+,129.0,10.0,15.0,5.1,,,,
14,CCCCCCCCC[N+](C)(CC)CC,157866804.0,diethyl-methyl-nonylazanium,214.41,C14H32N+,127.0,10.0,15.0,5.0,,,,
14,CCCCCCCC[N+](C)(C)CCCC,86022633.0,butyl-dimethyl-octylazanium,214.41,C14H32N+,129.0,10.0,15.0,4.9,,,,
14,CCCCCCCC[N+](CC)(CC)CC,11411485.0,triethyl(octyl)azanium,214.41,C14H32N+,119.0,10.0,15.0,4.8,,13028-73-4,,
14,CCCCCCC[N+](C)(C)CCC(C)C,159915857.0,heptyl-dimethyl-(3-methylbutyl)azanium,214.41,C14H32N+,138.0,9.0,15.0,4.8,,,,
14,CCCCCCC[N+](C)(C)CCCCC,87493941.0,heptyl-dimethyl-pentylazanium,214.41,C14H32N+,129.0,10.0,15.0,4.9,,,,
14,CCCCCCC[N+](C)(CC)CCCC,146418800.0,butyl-ethyl-heptyl-methylazanium,214.41,C14H32N+,133.0,10.0,15.0,4.8,,,,
14,CCCCCC[N+](C)(C)CCCC(C)C,161625670.0,hexyl-dimethyl-(4-methylpentyl)azanium,214.41,C14H32N+,138.0,9.0,15.0,4.7,,,,
14,CCCCCC[N+](C)(C)CCCCCC,158284.0,dihexyl(dimethyl)azanium,214.41,C14H32N+,115.0,10.0,15.0,4.9,82941-31-9,,,
14,CCCCCC[N+](C)(CC)CCCCC,87508057.0,ethyl-hexyl-methyl-pentylazanium,214.41,C14H32N+,133.0,10.0,15.0,4.8,,,,
14,CCCCCC[N+](C)(CCC)CCCC,87507944.0,butyl-hexyl-methyl-propylazanium,214.41,,,,,,,,,
14,CCCCCC[N+](CC)(CC)CCCC,153996762.0,butyl-diethyl-hexylazanium,214.41,C14H32N+,127.0,10.0,15.0,4.6,,,,
14,CCCCCC[N+](CC)(CCC)CCC,153959332.0,ethyl-hexyl-dipropylazanium,214.41,C14H32N+,125.0,10.0,15.0,4.8,,,,
14,CCCCC[N+](C)(C)CCCCC(C)C,157100787.0,dimethyl-(5-methylhexyl)-pentylazanium,214.41,,,,,,,,,
14,CCCCC[N+](C)(CCC)CCC(C)C,164088703.0,methyl-(3-methylbutyl)-pentyl-propylazanium,214.41,C14H32N+,142.0,9.0,15.0,4.7,,,,
14,CCCCC[N+](C)(CCC)CCCCC,87509148.0,methyl-dipentyl-propylazanium,214.41,C14H32N+,121.0,10.0,15.0,4.8,,,,
14,CCCCC[N+](C)(CCCC)CCCC,21452154.0,dibutyl-methyl-pentylazanium,214.41,C14H32N+,123.0,10.0,15.0,4.6,,,,
14,CCCCC[N+](CC)(CC)CCCCC,87534181.0,diethyl(dipentyl)azanium,214.41,C14H32N+,115.0,10.0,15.0,4.6,,,861885-81-6,
14,CCCCC[N+](CC)(CCC)CCCC,71366278.0,butyl-ethyl-pentyl-propylazanium,214.41,C14H32N+,133.0,10.0,15.0,4.6,,,511271-73-1,
14,CCCCC[N+](CCC)(CCC)CCC,20376265.0,pentyl(tripropyl)azanium,214.41,C14H32N+,114.0,10.0,15.0,4.8,1624317-14-1,,,
14,CCCC[N+](C)(CCCC)CC(C)CC,166723465.0,dibutyl-methyl-(2-methylbutyl)azanium,214.41,C14H32N+,134.0,9.0,15.0,4.5,,,,
14,CCCC[N+](CC)(CCCC)CC(C)C,87480563.0,dibutyl-ethyl-(2-methylpropyl)azanium,214.41,C14H32N+,132.0,9.0,15.0,4.5,,,,
14,CCCC[N+](CC)(CCCC)CCCC,44528.0,tributyl(ethyl)azanium,214.41,C14H32N+,110.0,10.0,15.0,4.4,73586-07-9,37026-89-4,,
14,CCCC[N+](CCC)(CCC)CCCC,20480844.0,dibutyl(dipropyl)azanium,214.41,,,,,,,,,
14,CC[N+](CC(C)C)(CC(C)C)CC(C)C,117974310.0,ethyl-tris(2-methylpropyl)azanium,214.41,C14H32N+,132.0,7.0,15.0,4.6,,,,
14,CC[N+](CC)(CC)CCCCCC(C)C,152651073.0,triethyl(6-methylheptyl)azanium,214.41,C14H32N+,128.0,9.0,15.0,4.5,,,,
15,CCC(C)CC[N+](C)(CC)CCCC(C)C,123408627.0,ethyl-methyl-(3-methylpentyl)-(4-methylpentyl)azanium,228.44,C15H34N+,165.0,9.0,16.0,4.9,,,,
15,CCCCCC(C)C[N+](C)(C)CC(C)CC,123829284.0,dimethyl-(2-methylbutyl)-(2-methylheptyl)azanium,228.44,C15H34N+,163.0,9.0,16.0,5.3,,,,
15,CCCCCCCCCCCC[N+](C)(C)C,8153.0,dodecyl(trimethyl)azanium,228.44,C15H34N+,135.0,11.0,16.0,5.9,"112-00-5, 203-927-0",,"19014-04-1, 606-201-5",118936-21-3
15,CCCCCCCCCCC[N+](C)(C)CC,90351725.0,ethyl-dimethyl-undecylazanium,228.44,C15H34N+,140.0,11.0,16.0,5.7,,,,
15,CCCCCCCCCC[N+](C)(C)CCC,17915707.0,decyl-dimethyl-propylazanium,228.44,C15H34N+,140.0,11.0,16.0,5.7,,130986-43-5,131107-79-4,
15,CCCCCCCCCC[N+](C)(CC)CC,10450839.0,decyl-diethyl-methylazanium,228.44,C15H34N+,138.0,11.0,16.0,5.5,85968-78-1,175917-34-7,,
15,CCCCCCCCC[N+](C)(C)CCCC,87493295.0,butyl-dimethyl-nonylazanium,228.44,C15H34N+,140.0,11.0,16.0,5.5,,,,
15,CCCCCCCCC[N+](CC)(CC)CC,2249305.0,triethyl(nonyl)azanium,228.44,C15H34N+,130.0,11.0,16.0,5.3,104513-50-0,13028-74-5,,
15,CCCCCCCC[N+](C)(C)CCC(C)C,159915858.0,dimethyl-(3-methylbutyl)-octylazanium,228.44,C15H34N+,150.0,10.0,16.0,5.4,,,,
15,CCCCCCCC[N+](C)(C)CCCCC,71346400.0,dimethyl-octyl-pentylazanium,228.44,C15H34N+,140.0,11.0,16.0,5.5,151645-62-4,,,
15,CCCCCCCC[N+](C)(CC)CCCC,53833324.0,butyl-ethyl-methyl-octylazanium,228.44,C15H34N+,144.0,11.0,16.0,5.3,,,,
15,CCCCCCCC[N+](C)(CCC)CCC,143162850.0,methyl-octyl-dipropylazanium,228.44,C15H34N+,136.0,11.0,16.0,5.5,,,,
15,CCCCCCC[N+](C)(C)CCCC(C)C,161625671.0,heptyl-dimethyl-(4-methylpentyl)azanium,228.44,,,,,,,,,
15,CCCCCCC[N+](C)(C)CCCCCC,23094264.0,heptyl-hexyl-dimethylazanium,228.44,C15H34N+,140.0,11.0,16.0,5.5,,,,
15,CCCCCCC[N+](CC)(CC)CCCC,87526431.0,butyl-diethyl-heptylazanium,228.44,C15H34N+,138.0,11.0,16.0,5.1,,,,
15,CCCCCCC[N+](CC)(CCC)CCC,87089434.0,ethyl-heptyl-dipropylazanium,228.44,C15H34N+,136.0,11.0,16.0,5.3,,,,
15,CCCCCC[N+](C)(C)CCCCC(C)C,153568186.0,hexyl-dimethyl-(5-methylhexyl)azanium,228.44,C15H34N+,150.0,10.0,16.0,5.2,,,,
15,CCCCCC[N+](C)(CC(C)C)CC(C)C,176583041.0,hexyl-methyl-bis(2-methylpropyl)azanium,228.44,C15H34N+,151.0,9.0,16.0,5.3,,,,
15,CCCCCC[N+](C)(CC)CCCCCC,87507678.0,ethyl-dihexyl-methylazanium,228.44,C15H34N+,130.0,11.0,16.0,5.3,,,,
15,CCCCCC[N+](C)(CCC)CCCCC,87507746.0,hexyl-methyl-pentyl-propylazanium,228.44,C15H34N+,144.0,11.0,16.0,5.3,,,,
15,CCCCCC[N+](C)(CCCC)CCCC,23088868.0,dibutyl-hexyl-methylazanium,228.44,C15H34N+,134.0,11.0,16.0,5.1,,,,
15,CCCCCC[N+](CC)(CC)CCCCC,175075511.0,diethyl-hexyl-pentylazanium,228.44,C15H34N+,138.0,11.0,16.0,5.1,,,,
15,CCCCCC[N+](CC)(CCC)CCCC,153959333.0,butyl-ethyl-hexyl-propylazanium,228.44,C15H34N+,144.0,11.0,16.0,5.1,,,,
15,CCCCCC[N+](CCC)(CCC)CCC,20376280.0,hexyl(tripropyl)azanium,228.44,,,,,,1384116-44-2,61175-78-8,,
15,CCCCC[N+](C)(CCCC)CCCCC,54255437.0,butyl-methyl-dipentylazanium,228.44,C15H34N+,132.0,11.0,16.0,5.1,,,,
15,CCCCC[N+](CC)(CCC)CCCCC,118020676.0,ethyl-dipentyl-propylazanium,228.44,C15H34N+,132.0,11.0,16.0,5.1,,,,
15,CCCCC[N+](CC)(CCCC)CCCC,118020723.0,dibutyl-ethyl-pentylazanium,228.44,C15H34N+,134.0,11.0,16.0,4.9,,,,
15,CCCCC[N+](CCC)(CCC)CCCC,87492071.0,butyl-pentyl-dipropylazanium,228.44,C15H34N+,136.0,11.0,16.0,5.1,,,,
15,CCCC[N+](C)(CCCC)CC(C)CCC,153210369.0,dibutyl-methyl-(2-methylpentyl)azanium,228.44,C15H34N+,146.0,10.0,16.0,5.0,,,,
15,CCCC[N+](CCC)(CCCC)CC(C)C,148152475.0,dibutyl-(2-methylpropyl)-propylazanium,228.44,C15H34N+,144.0,10.0,16.0,5.0,,,,
15,CCCC[N+](CCC)(CCCC)CCCC,5248503.0,tributyl(propyl)azanium,228.44,C15H34N+,121.0,11.0,16.0,4.9,,36477-16-4,22426-21-7,
16,CC(C)(C)C[N+](C)(CC(C)(C)C)CC(C)(C)C,25069002.0,"tris(2,2-dimethylpropyl)-methylazanium",242.46,C16H36N+,191.0,6.0,17.0,5.5,,,,
16,CC(C)CC[N+](C)(CCC(C)C)CCC(C)C,59019034.0,methyl-tris(3-methylbutyl)azanium,242.46,C16H36N+,151.0,9.0,17.0,5.3,,,,
16,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C,13726126.0,tetrakis(2-methylpropyl)azanium,242.46,C16H36N+,146.0,8.0,17.0,5.6,,,,
16,CCCC(C)CCC[N+](C)(CC)CC(C)CC,123793064.0,ethyl-methyl-(2-methylbutyl)-(4-methylheptyl)azanium,242.46,C16H36N+,178.0,10.0,17.0,5.5,,,,
16,CCCCCCCCCCCCC[N+](C)(C)C,11484094.0,trimethyl(tridecyl)azanium,242.46,C16H36N+,146.0,12.0,17.0,6.4,19727-46-9,,,
16,CCCCCCCCCCCC[N+](C)(C)CC,62471.0,dodecyl-ethyl-dimethylazanium,242.46,C16H36N+,152.0,12.0,17.0,6.2,1001-66-7,68207-00-1,41431-84-9,
16,CCCCCCCCCCC[N+](C)(C)CCC,54067909.0,dimethyl-propyl-undecylazanium,242.46,C16H36N+,152.0,12.0,17.0,6.2,,,,
16,CCCCCCCCCC[N+](C)(C)CC(C)C,153847355.0,decyl-dimethyl-(2-methylpropyl)azanium,242.46,C16H36N+,161.0,11.0,17.0,6.1,,,,
16,CCCCCCCCCC[N+](C)(C)CCCC,57255541.0,butyl-decyl-dimethylazanium,242.46,C16H36N+,152.0,12.0,17.0,6.0,,187731-25-5,,
16,CCCCCCCCCC[N+](CC)(CC)CC,9835339.0,decyl(triethyl)azanium,242.46,C16H36N+,141.0,12.0,17.0,5.9,38443-60-6,5090-03-9,,
16,CCCCCCCCC[N+](C)(C)CCC(C)C,159915859.0,dimethyl-(3-methylbutyl)-nonylazanium,242.46,C16H36N+,161.0,11.0,17.0,5.9,,,,
16,CCCCCCCCC[N+](C)(C)CCCCC,87493818.0,dimethyl-nonyl-pentylazanium,242.46,C16H36N+,152.0,12.0,17.0,6.0,,,,
16,CCCCCCCCC[N+](C)(CC)CCCC,159414620.0,butyl-ethyl-methyl-nonylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.9,,,,
16,CCCCCCCC[N+](C)(C)CCCC(C)C,161625672.0,dimethyl-(4-methylpentyl)-octylazanium,242.46,C16H36N+,161.0,11.0,17.0,5.7,,,,
16,CCCCCCCC[N+](C)(C)CCCCCC,44630345.0,hexyl-dimethyl-octylazanium,242.46,C16H36N+,152.0,12.0,17.0,6.0,122032-50-2,,,
16,CCCCCCCC[N+](C)(CC)CCCCC,123637971.0,ethyl-methyl-octyl-pentylazanium,242.46,,,,,,,,,
16,CCCCCCCC[N+](C)(CCC)CCCC,141640656.0,butyl-methyl-octyl-propylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.8,,,,
16,CCCCCCCC[N+](CC)(CC)CCCC,127262847.0,butyl-diethyl-octylazanium,242.46,,,,,,,,,
16,CCCCCCC[N+](C)(C)CCCCC(C)C,157100788.0,heptyl-dimethyl-(5-methylhexyl)azanium,242.46,,,,,,,,,
16,CCCCCCC[N+](C)(C)CCCCCCC,17912687.0,diheptyl(dimethyl)azanium,242.46,C16H36N+,136.0,12.0,17.0,6.0,106128-47-6,187731-22-2,,
16,CCCCCCC[N+](C)(CC)CCCCCC,175528723.0,ethyl-heptyl-hexyl-methylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.9,,,,
16,CCCCCCC[N+](C)(CCC)CCCCC,71382092.0,heptyl-methyl-pentyl-propylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.8,,,628724-40-3,
16,CCCCCCC[N+](C)(CCCC)CCCC,150372540.0,dibutyl-heptyl-methylazanium,242.46,C16H36N+,146.0,12.0,17.0,5.7,,,,
16,CCCCCCC[N+](CCC)(CCC)CCC,20266119.0,heptyl(tripropyl)azanium,242.46,C16H36N+,137.0,12.0,17.0,5.8,,,,
16,CCCCCC[N+](C)(CCC)CCCCCC,58935187.0,dihexyl-methyl-propylazanium,242.46,C16H36N+,142.0,12.0,17.0,5.8,,,,
16,CCCCCC[N+](C)(CCCC)CCCCC,87508904.0,butyl-hexyl-methyl-pentylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.7,,,,
16,CCCCCC[N+](CC)(CC)CCCCCC,20092195.0,diethyl(dihexyl)azanium,242.46,C16H36N+,136.0,12.0,17.0,5.7,,,,
16,CCCCCC[N+](CC)(CCCC)CCCC,151792739.0,dibutyl-ethyl-hexylazanium,242.46,C16H36N+,146.0,12.0,17.0,5.5,,,,
16,CCCCCC[N+](CCC)(CCC)CCCC,23088825.0,butyl-hexyl-dipropylazanium,242.46,C16H36N+,148.0,12.0,17.0,5.7,,,,
16,CCCCC[N+](C)(CCCCC)CCCCC,13767188.0,methyl(tripentyl)azanium,242.46,C16H36N+,127.0,12.0,17.0,5.7,,,,
16,CCCCC[N+](CC)(CCCC)CCCCC,118020801.0,butyl-ethyl-dipentylazanium,242.46,C16H36N+,144.0,12.0,17.0,5.5,,,,
16,CCCCC[N+](CC)(CCCCC)CC(C)C,87479471.0,ethyl-(2-methylpropyl)-dipentylazanium,242.46,C16H36N+,153.0,11.0,17.0,5.6,,,,
16,CCCCC[N+](CCC)(CCC)CCCCC,85717237.0,dipentyl(dipropyl)azanium,242.46,C16H36N+,136.0,12.0,17.0,5.7,,,,
16,CCCCC[N+](CCC)(CCCC)CCCC,142514259.0,dibutyl-pentyl-propylazanium,242.46,C16H36N+,146.0,12.0,17.0,5.5,,,,
16,CCCC[N+](CCCC)(CC(C)C)CC(C)C,57477251.0,dibutyl-bis(2-methylpropyl)azanium,242.46,C16H36N+,152.0,10.0,17.0,5.4,,1627505-91-2,,
16,CCCC[N+](CCCC)(CCCC)CC(C)C,19858534.0,tributyl(2-methylpropyl)azanium,242.46,C16H36N+,141.0,11.0,17.0,5.4,,,,
16,CCCC[N+](CCCC)(CCCC)CCCC,16028.0,tetrabutylazanium,242.46,C16H36N+,116.0,12.0,17.0,5.3,"1112-67-0, 214-195-7","1643-19-2, 216-699-2","311-28-4, 206-220-5","429-41-4, 207-057-2"
16,CCC[N+](CCC)(CCC(C)C)CCC(C)C,127262902.0,bis(3-methylbutyl)-dipropylazanium,242.46,C16H36N+,152.0,10.0,17.0,5.4,,,857160-34-0,
17,CCCCCCCCCCCCCC[N+](C)(C)C,14251.0,trimethyl(tetradecyl)azanium,256.5,C17H38N+,157.0,13.0,18.0,7.0,"4574-04-3, 224-958-6","1119-97-7, 214-291-9, 8044-71-1",15934-10-8,78165-04-5
17,CCCCCCCCCCCCC[N+](C)(C)CC,87744372.0,ethyl-dimethyl-tridecylazanium,256.5,C17H38N+,163.0,13.0,18.0,6.8,,,,
17,CCCCCCCCCCCC[N+](C)(C)CCC,10786192.0,dodecyl-dimethyl-propylazanium,256.5,C17H38N+,163.0,13.0,18.0,6.8,29481-56-9,29481-57-0,,
17,CCCCCCCCCCCC[N+](C)(CC)CC,14494908.0,dodecyl-diethyl-methylazanium,256.5,C17H38N+,161.0,13.0,18.0,6.6,98342-48-4,94036-11-0,857169-24-5,
17,CCCCCCCCCCC[N+](C)(C)CCCC,122481735.0,butyl-dimethyl-undecylazanium,256.5,C17H38N+,163.0,13.0,18.0,6.6,,,,
17,CCCCCCCCCCC[N+](C)(CC)CCC,158020210.0,ethyl-methyl-propyl-undecylazanium,256.5,C17H38N+,167.0,13.0,18.0,6.6,,,,
17,CCCCCCCCCCC[N+](CC)(CC)CC,11701609.0,triethyl(undecyl)azanium,256.5,C17H38N+,153.0,13.0,18.0,6.4,2025330-02-1,40879-55-8,,
17,CCCCCCCCCC[N+](C)(C)CCC(C)C,159915860.0,decyl-dimethyl-(3-methylbutyl)azanium,256.5,,,,,,,,,
17,CCCCCCCCCC[N+](C)(C)CCCCC,122481312.0,decyl-dimethyl-pentylazanium,256.5,C17H38N+,163.0,13.0,18.0,6.6,,,,
17,CCCCCCCCCC[N+](C)(CCC)CCC,127262909.0,decyl-methyl-dipropylazanium,256.5,C17H38N+,159.0,13.0,18.0,6.6,1555584-57-0,1555584-55-8,1555584-59-2,1555584-60-5
17,CCCCCCCCCC[N+](CC)(CC)CCC,150914213.0,decyl-diethyl-propylazanium,256.5,C17H38N+,161.0,13.0,18.0,6.4,,,,
17,CCCCCCCCC[N+](C)(C)CCCC(C)C,161625673.0,dimethyl-(4-methylpentyl)-nonylazanium,256.5,C17H38N+,172.0,12.0,18.0,6.3,,,,
17,CCCCCCCCC[N+](C)(C)CCCCCC,53961664.0,hexyl-dimethyl-nonylazanium,256.5,C17H38N+,163.0,13.0,18.0,6.6,,,,
17,CCCCCCCC[N+](C)(C)CCCCC(C)C,157100789.0,dimethyl-(5-methylhexyl)-octylazanium,256.5,C17H38N+,172.0,12.0,18.0,6.3,,,,
17,CCCCCCCC[N+](C)(C)CCCCCCC,53805370.0,heptyl-dimethyl-octylazanium,256.5,C17H38N+,163.0,13.0,18.0,6.6,,78129-81-4,,
17,CCCCCCCC[N+](C)(CCCC)CCCC,127262900.0,dibutyl-methyl-octylazanium,256.5,C17H38N+,157.0,13.0,18.0,6.2,,857157-79-0,,
