Index,Num_c,SMILES,cid,iupac_name,molecular_weight,molecular_formula,complexity,rotatable_bond_count,heavy_atom_count,xlogp,Chloride_CAS,Bromide_CAS,Iodide_CAS,Fluoride_CAS
3488,19,CCCCCCCCCCCCCCC[N+](C)(C)CC,2724228.0,ethyl-dimethyl-pentadecylazanium,284.5,C19H42N+,186.0,15.0,20.0,7.9,,,,
3489,19,CCCCCCCCCCCCCC[N+](C)(C)CCC,19704734.0,dimethyl-propyl-tetradecylazanium,284.5,C19H42N+,186.0,15.0,20.0,7.8,,,,
3490,19,CCCCCCCCCCCCCC[N+](C)(CC)CC,54500718.0,diethyl-methyl-tetradecylazanium,284.5,C19H42N+,184.0,15.0,20.0,7.7,,,,
3492,19,CCCCCCCCCCCCC[N+](C)(C)CCCC,53775594.0,butyl-dimethyl-tridecylazanium,284.5,C19H42N+,186.0,15.0,20.0,7.7,,,,
3494,19,CCCCCCCCCCCCC[N+](CC)(CC)CC,10446619.0,triethyl(tridecyl)azanium,284.5,C19H42N+,176.0,15.0,20.0,7.5,,,,
3497,19,CCCCCCCCCCCC[N+](C)(C)CCC(C)C,85551865.0,dodecyl-dimethyl-(3-methylbutyl)azanium,284.5,C19H42N+,196.0,14.0,20.0,7.6,,,,
3498,19,CCCCCCCCCCCC[N+](C)(C)CCCCC,54510551.0,dodecyl-dimethyl-pentylazanium,284.5,C19H42N+,186.0,15.0,20.0,7.7,,,,
3500,19,CCCCCCCCCCCC[N+](C)(CC)CCCC,14494864.0,butyl-dodecyl-ethyl-methylazanium,284.5,C19H42N+,190.0,15.0,20.0,7.5,,,,
3501,19,CCCCCCCCCCCC[N+](C)(CCC)CCC,118583984.0,dodecyl-methyl-dipropylazanium,284.5,C19H42N+,182.0,15.0,20.0,7.7,,,,
3502,19,CCCCCCCCCCCC[N+](CC)(CC)CCC,14494918.0,dodecyl-diethyl-propylazanium,284.5,C19H42N+,184.0,15.0,20.0,7.5,,,,
3506,19,CCCCCCCCCCC[N+](C)(C)CCCC(C)C,157819828.0,dimethyl-(4-methylpentyl)-undecylazanium,284.5,C19H42N+,196.0,14.0,20.0,7.4,,,,
3507,19,CCCCCCCCCCC[N+](C)(C)CCCCCC,19369143.0,hexyl-dimethyl-undecylazanium,284.5,C19H42N+,186.0,15.0,20.0,7.7,,,,
3515,19,CCCCCCCCCCC[N+](CC)(CC)CCCC,87495438.0,butyl-diethyl-undecylazanium,284.5,C19H42N+,184.0,15.0,20.0,7.3,,,,
3522,19,CCCCCCCCCC[N+](C)(C)CCCCC(C)C,157100791.0,decyl-dimethyl-(5-methylhexyl)azanium,284.5,C19H42N+,196.0,14.0,20.0,7.4,,,,
3523,19,CCCCCCCCCC[N+](C)(C)CCCCCCC,87129446.0,decyl-heptyl-dimethylazanium,284.5,C19H42N+,186.0,15.0,20.0,7.7,,,,
3524,19,CCCCCCCCCC[N+](C)(CC(C)C)CC(C)C,176583048.0,decyl-methyl-bis(2-methylpropyl)azanium,284.5,C19H42N+,198.0,13.0,20.0,7.4,,,,
3535,19,CCCCCCCCCC[N+](C)(CCCC)CCCC,13743819.0,dibutyl-decyl-methylazanium,284.5,C19H42N+,180.0,15.0,20.0,7.3,,,,
3542,19,CCCCCCCCCC[N+](CCC)(CCC)CCC,18778973.0,decyl(tripropyl)azanium,284.5,C19H42N+,171.0,15.0,20.0,7.5,,,,
3550,19,CCCCCCCCC[N+](C)(C)CCCCCCCC,85623243.0,dimethyl-nonyl-octylazanium,284.5,C19H42N+,186.0,15.0,20.0,7.7,,,,
3597,19,CCCCCCCC[N+](C)(CC)CCCCCCCC,54567820.0,ethyl-methyl-dioctylazanium,284.5,C19H42N+,172.0,15.0,20.0,7.5,,,,
3614,19,CCCCCCCC[N+](C)(CCCC)CCCCCC,71382090.0,butyl-hexyl-methyl-octylazanium,284.5,C19H42N+,190.0,15.0,20.0,7.3,,,628724-41-4,
3628,19,CCCCCCCC[N+](CC)(CC)CCCCCCC,54251353.0,diethyl-heptyl-octylazanium,284.5,C19H42N+,184.0,15.0,20.0,7.3,,,,
3644,19,CCCCCCCC[N+](CCC)(CCC)CCCCC,87493236.0,octyl-pentyl-dipropylazanium,284.5,C19H42N+,182.0,15.0,20.0,7.3,,,,
3683,19,CCCCCCC[N+](C)(CCCCC)CCCCCC,175529073.0,heptyl-hexyl-methyl-pentylazanium,284.5,C19H42N+,190.0,15.0,20.0,7.3,,,,
3738,19,CCCCCCC[N+](CCCC)(CCCC)CCCC,5003685.0,tributyl(heptyl)azanium,284.5,C19H42N+,166.0,15.0,20.0,6.9,,"85169-31-9, 285-974-7",,
3791,19,CCCCCC[N+](C)(CCCCCC)CCCCCC,11783458.0,trihexyl(methyl)azanium,284.5,C19H42N+,157.0,15.0,20.0,7.3,,2390-64-9,,
3866,19,CCCCCC[N+](CCCC)(CCCC)CCCCC,87494935.0,dibutyl-hexyl-pentylazanium,284.5,C19H42N+,180.0,15.0,20.0,6.9,,,,
4024,19,CCCCC[N+](CCCC)(CCCCC)CCCCC,14022644.0,butyl(tripentyl)azanium,284.5,C19H42N+,162.0,15.0,20.0,6.9,,,,
4109,19,CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C,53848608.0,butyl-tris(3-methylbutyl)azanium,284.5,C19H42N+,187.0,12.0,20.0,6.6,88478-55-1,7322-37-4,5709-78-4,
4267,20,CC(C)(C)C[N+](CC(C)(C)C)(CC(C)(C)C)CC(C)(C)C,87321616.0,"tetrakis(2,2-dimethylpropyl)azanium",298.6,C20H44N+,242.0,8.0,21.0,7.2,,,,
4291,20,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C,21542.0,tetrakis(3-methylbutyl)azanium,298.6,C20H44N+,187.0,12.0,21.0,7.0,32795-95-2,,5424-26-0,3799-05-1
5012,20,CCCCCCCCCCCCCCCCC[N+](C)(C)C,46049.0,heptadecyl(trimethyl)azanium,298.6,C20H44N+,193.0,16.0,21.0,8.6,,"21424-24-8, 808-120-2",,
5013,20,CCCCCCCCCCCCCCCC[N+](C)(C)CC,31281.0,ethyl-hexadecyl-dimethylazanium,298.6,C20H44N+,198.0,16.0,21.0,8.4,13264-41-0,"124-03-8, 204-672-8",,
5014,20,CCCCCCCCCCCCCCC[N+](C)(C)CCC,175568559.0,dimethyl-pentadecyl-propylazanium,298.6,C20H44N+,198.0,16.0,21.0,8.4,,,,
5017,20,CCCCCCCCCCCCCC[N+](C)(C)CCCC,13075676.0,butyl-dimethyl-tetradecylazanium,298.6,C20H44N+,198.0,16.0,21.0,8.2,,,,
5019,20,CCCCCCCCCCCCCC[N+](CC)(CC)CC,28911.0,triethyl(tetradecyl)azanium,298.6,C20H44N+,188.0,16.0,21.0,8.0,,18144-35-9,,
5022,20,CCCCCCCCCCCCC[N+](C)(C)CCC(C)C,157493964.0,dimethyl-(3-methylbutyl)-tridecylazanium,298.6,C20H44N+,208.0,15.0,21.0,8.1,,,,
5023,20,CCCCCCCCCCCCC[N+](C)(C)CCCCC,160884159.0,dimethyl-pentyl-tridecylazanium,298.6,C20H44N+,198.0,16.0,21.0,8.2,,,,
5031,20,CCCCCCCCCCCC[N+](C)(C)CCCC(C)C,157819829.0,dodecyl-dimethyl-(4-methylpentyl)azanium,298.6,C20H44N+,208.0,15.0,21.0,7.9,,,,
5032,20,CCCCCCCCCCCC[N+](C)(C)CCCCCC,53898943.0,dodecyl-hexyl-dimethylazanium,298.6,C20H44N+,198.0,16.0,21.0,8.2,,,,
5040,20,CCCCCCCCCCCC[N+](CC)(CC)CCCC,86108924.0,butyl-dodecyl-diethylazanium,298.6,C20H44N+,196.0,16.0,21.0,7.8,,,,
5041,20,CCCCCCCCCCCC[N+](CC)(CCC)CCC,54298149.0,dodecyl-ethyl-dipropylazanium,298.6,C20H44N+,194.0,16.0,21.0,8.0,,,,
5047,20,CCCCCCCCCCC[N+](C)(C)CCCCC(C)C,160742676.0,dimethyl-(5-methylhexyl)-undecylazanium,298.6,C20H44N+,208.0,15.0,21.0,7.9,,,,
5048,20,CCCCCCCCCCC[N+](C)(C)CCCCCCC,122480849.0,heptyl-dimethyl-undecylazanium,298.6,C20H44N+,198.0,16.0,21.0,8.2,,,,
5067,20,CCCCCCCCCCC[N+](CCC)(CCC)CCC,21869091.0,tripropyl(undecyl)azanium,298.6,C20H44N+,183.0,16.0,21.0,8.0,,,,
5075,20,CCCCCCCCCC[N+](C)(C)CCCCCCCC,61907.0,decyl-dimethyl-octylazanium,298.6,C20H44N+,198.0,16.0,21.0,8.2,"32426-11-2, 251-035-5",138416-93-0,,
5090,20,CCCCCCCCCC[N+](C)(CCC)CCCCCC,139745001.0,decyl-hexyl-methyl-propylazanium,298.6,C20H44N+,202.0,16.0,21.0,8.0,,,,
5110,20,CCCCCCCCC[N+](C)(C)CCCCCCCCC,19706495.0,dimethyl-di(nonyl)azanium,298.6,C20H44N+,178.0,16.0,21.0,8.2,23375-64-6,861885-77-0,,
5123,20,CCCCCCCCC[N+](C)(CC)CCCCCCCC,175528867.0,ethyl-methyl-nonyl-octylazanium,298.6,C20H44N+,202.0,16.0,21.0,8.0,,,,
5193,20,CCCCCCCC[N+](C)(CCC)CCCCCCCC,52936837.0,methyl-dioctyl-propylazanium,298.6,C20H44N+,184.0,16.0,21.0,8.0,,,,
5228,20,CCCCCCCC[N+](CC)(CC)CCCCCCCC,19602104.0,diethyl(dioctyl)azanium,298.6,C20H44N+,178.0,16.0,21.0,7.8,,94036-13-2,,
5258,20,CCCCCCCC[N+](CCC)(CCC)CCCCCC,87492278.0,hexyl-octyl-dipropylazanium,298.6,C20H44N+,194.0,16.0,21.0,7.8,,,,
5262,20,CCCCCCCC[N+](CCC)(CCCC)CCCCC,18317197.0,butyl-octyl-pentyl-propylazanium,298.6,C20H44N+,202.0,16.0,21.0,7.6,,,,
5266,20,CCCCCCCC[N+](CCCC)(CCCC)CCCC,408233.0,tributyl(octyl)azanium,298.6,C20H44N+,178.0,16.0,21.0,7.9,,61175-80-2,39750-04-4,
5320,20,CCCCCCC[N+](C)(CCCCCC)CCCCCC,175529579.0,heptyl-dihexyl-methylazanium,298.6,C20H44N+,188.0,16.0,21.0,7.8,,,,
5383,20,CCCCCCC[N+](CCC)(CCC)CCCCCCC,87534339.0,diheptyl(dipropyl)azanium,298.6,C20H44N+,178.0,16.0,21.0,7.8,,,,
5519,20,CCCCCC[N+](CC)(CCCCCC)CCCCCC,14022641.0,ethyl(trihexyl)azanium,298.6,C20H44N+,169.0,16.0,21.0,7.6,,61175-73-3,,
5578,20,CCCCCC[N+](CCCC)(CCCC)CCCCCC,87534272.0,dibutyl(dihexyl)azanium,298.6,C20H44N+,178.0,16.0,21.0,7.4,,,,
5749,20,CCCCC[N+](CCC)(CCCCC)CCCCC(C)C,123559899.0,5-methylhexyl-dipentyl-propylazanium,298.6,C20H44N+,200.0,15.0,21.0,7.3,,,,
5797,20,CCCCC[N+](CCCCC)(CCCCC)CCCCC,17249.0,tetrapentylazanium,298.6,C20H44N+,155.0,16.0,21.0,7.4,"4965-17-7, 225-606-4","866-97-7, 212-756-0","2498-20-6, 219-688-0",69468-58-2
5955,20,CCCC[N+](CCCC)(CCCC)CCCCC(C)CC,161051619.0,tributyl(5-methylheptyl)azanium,298.6,C20H44N+,190.0,15.0,21.0,7.2,,,,
