Index,Num_c,SMILES,cid,iupac_name,molecular_weight,molecular_formula,complexity,rotatable_bond_count,heavy_atom_count,xlogp,Chloride_CAS,Bromide_CAS,Iodide_CAS,Fluoride_CAS
0922,16,CCCC(C)CC[N+](C)(C)CC(C)(C)CCC,,,,,,,,,,,,
0923,16,CCCC(C)CC[N+](C)(C)CCC(C)CCC,,,,,,,,,,,,
0924,16,CCCC(C)CC[N+](C)(C)CCCC(C)CC,,,,,,,,,,,,
0925,16,CCCC(C)CC[N+](C)(C)CCCCC(C)C,,,,,,,,,,,,
0926,16,CCCC(C)CC[N+](C)(CC(C)C)CC(C)C,,,,,,,,,,,,
0927,16,CCCC(C)CC[N+](C)(CC)CC(C)(C)CC,,,,,,,,,,,,
0928,16,CCCC(C)CC[N+](C)(CC)CC(C)CCC,,,,,,,,,,,,
0929,16,CCCC(C)CC[N+](C)(CC)CCC(C)CC,,,,,,,,,,,,
0930,16,CCCC(C)CC[N+](C)(CC)CCCC(C)C,,,,,,,,,,,,
0931,16,CCCC(C)CC[N+](C)(CCC)CC(C)(C)C,,,,,,,,,,,,
0932,16,CCCC(C)CC[N+](C)(CCC)CC(C)CC,,,,,,,,,,,,
0933,16,CCCC(C)CC[N+](C)(CCC)CCC(C)C,,,,,,,,,,,,
0934,16,CCCC(C)CC[N+](CC)(CC)CC(C)(C)C,,,,,,,,,,,,
0935,16,CCCC(C)CC[N+](CC)(CC)CC(C)CC,,,,,,,,,,,,
0936,16,CCCC(C)CC[N+](CC)(CC)CCC(C)C,,,,,,,,,,,,
0937,16,CCCC(C)CC[N+](CC)(CCC)CC(C)C,,,,,,,,,,,,
0938,16,CCCC(C)CC[N+](CCC)(CCC)CCC,,,,,,,,,,,,
0939,16,CCCC(C)C[N+](C)(C)CC(C)(C)C(C)CC,,,,,,,,,,,,
0940,16,CCCC(C)C[N+](C)(C)CCCCC(C)CC,,,,,,,,,,,,
0941,16,CCCC(C)C[N+](C)(C)CCCCCC(C)C,,,,,,,,,,,,
0942,16,CCCC(C)C[N+](C)(CC(C)C)CC(C)(C)C,,,,,,,,,,,,
0943,16,CCCC(C)C[N+](C)(CC(C)C)CC(C)CC,,,,,,,,,,,,
0944,16,CCCC(C)C[N+](C)(CC)CC(C)(C)C(C)C,,,,,,,,,,,,
0945,16,CCCC(C)C[N+](C)(CC)CC(C)(C)CCC,,,,,,,,,,,,
0946,16,CCCC(C)C[N+](C)(CC)CCCC(C)CC,,,,,,,,,,,,
0947,16,CCCC(C)C[N+](C)(CC)CCCCC(C)C,,,,,,,,,,,,
0948,16,CCCC(C)C[N+](C)(CCC(C)C)CC(C)C,,,,,,,,,,,,
0949,16,CCCC(C)C[N+](C)(CCC)CC(C)(C)CC,,,,,,,,,,,,
0950,16,CCCC(C)C[N+](C)(CCC)CC(C)CCC,,,,,,,,,,,,
0951,16,CCCC(C)C[N+](C)(CCC)CCC(C)CC,,,,,,,,,,,,
0952,16,CCCC(C)C[N+](C)(CCC)CCCC(C)C,,,,,,,,,,,,
0953,16,CCCC(C)C[N+](CC)(CC(C)C)CC(C)C,,,,,,,,,,,,
0954,16,CCCC(C)C[N+](CC)(CC)CC(C)(C)CC,,,,,,,,,,,,
0955,16,CCCC(C)C[N+](CC)(CC)CC(C)CCC,,,,,,,,,,,,
0956,16,CCCC(C)C[N+](CC)(CC)CCC(C)CC,,,,,,,,,,,,
0957,16,CCCC(C)C[N+](CC)(CC)CCCC(C)C,,,,,,,,,,,,
0958,16,CCCC(C)C[N+](CC)(CCC)CC(C)(C)C,,,,,,,,,,,,
0959,16,CCCC(C)C[N+](CC)(CCC)CC(C)CC,,,,,,,,,,,,
0960,16,CCCC(C)C[N+](CC)(CCC)CCC(C)C,,,,,,,,,,,,
0961,16,CCCC(C)C[N+](CCC)(CCC)CC(C)C,,,,,,,,,,,,
0962,16,CCCCC(C)(C)C[N+](C)(C)CC(C)(C)CC,,,,,,,,,,,,
0963,16,CCCCC(C)(C)C[N+](C)(C)CC(C)CCC,,,,,,,,,,,,
0964,16,CCCCC(C)(C)C[N+](C)(C)CCC(C)CC,,,,,,,,,,,,
0965,16,CCCCC(C)(C)C[N+](C)(C)CCCC(C)C,,,,,,,,,,,,
0966,16,CCCCC(C)(C)C[N+](C)(CC)CC(C)(C)C,,,,,,,,,,,,
0967,16,CCCCC(C)(C)C[N+](C)(CC)CC(C)CC,,,,,,,,,,,,
0968,16,CCCCC(C)(C)C[N+](C)(CC)CCC(C)C,,,,,,,,,,,,
0969,16,CCCCC(C)(C)C[N+](C)(CCC)CC(C)C,,,,,,,,,,,,
0970,16,CCCCC(C)(C)C[N+](C)(CCC)CCCC,,,,,,,,,,,,
0971,16,CCCCC(C)(C)C[N+](CC)(CC)CC(C)C,,,,,,,,,,,,
0972,16,CCCCC(C)(C)C[N+](CC)(CC)CCCC,,,,,,,,,,,,
0973,16,CCCCC(C)(C)C[N+](CC)(CCC)CCC,,,,,,,,,,,,
0974,16,CCCCC(C)CC[N+](C)(C)CC(C)(C)CC,,,,,,,,,,,,
0975,16,CCCCC(C)CC[N+](C)(C)CC(C)CCC,,,,,,,,,,,,
0976,16,CCCCC(C)CC[N+](C)(C)CCC(C)CC,,,,,,,,,,,,
0977,16,CCCCC(C)CC[N+](C)(C)CCCC(C)C,,,,,,,,,,,,
0978,16,CCCCC(C)CC[N+](C)(CC)CC(C)(C)C,,,,,,,,,,,,
0979,16,CCCCC(C)CC[N+](C)(CC)CC(C)CC,,,,,,,,,,,,
0980,16,CCCCC(C)CC[N+](C)(CC)CCC(C)C,,,,,,,,,,,,
0981,16,CCCCC(C)CC[N+](C)(CCC)CC(C)C,,,,,,,,,,,,
0982,16,CCCCC(C)CC[N+](C)(CCC)CCCC,,,,,,,,,,,,
0983,16,CCCCC(C)CC[N+](CC)(CC)CC(C)C,,,,,,,,,,,,
0984,16,CCCCC(C)CC[N+](CC)(CC)CCCC,,,,,,,,,,,,
0985,16,CCCCC(C)CC[N+](CC)(CCC)CCC,,,,,,,,,,,,
0986,16,CCCCC(C)C[N+](C)(C)CC(C)(C)C(C)C,,,,,,,,,,,,
0987,16,CCCCC(C)C[N+](C)(C)CC(C)(C)CCC,,,,,,,,,,,,
0988,16,CCCCC(C)C[N+](C)(C)CC(C)CCCC,,,,,,,,,,,,
0989,16,CCCCC(C)C[N+](C)(C)CCC(C)CCC,,,,,,,,,,,,
0990,16,CCCCC(C)C[N+](C)(C)CCCC(C)CC,,,,,,,,,,,,
0991,16,CCCCC(C)C[N+](C)(C)CCCCC(C)C,,,,,,,,,,,,
0992,16,CCCCC(C)C[N+](C)(CC(C)C)CC(C)C,,,,,,,,,,,,
0993,16,CCCCC(C)C[N+](C)(CC)CC(C)(C)CC,,,,,,,,,,,,
0994,16,CCCCC(C)C[N+](C)(CC)CC(C)CCC,,,,,,,,,,,,
0995,16,CCCCC(C)C[N+](C)(CC)CCC(C)CC,,,,,,,,,,,,
0996,16,CCCCC(C)C[N+](C)(CC)CCCC(C)C,,,,,,,,,,,,
0997,16,CCCCC(C)C[N+](C)(CCC)CC(C)(C)C,,,,,,,,,,,,
0998,16,CCCCC(C)C[N+](C)(CCC)CC(C)CC,,,,,,,,,,,,
0999,16,CCCCC(C)C[N+](C)(CCC)CCC(C)C,,,,,,,,,,,,
1000,16,CCCCC(C)C[N+](C)(CCCC)CC(C)C,,,,,,,,,,,,
1001,16,CCCCC(C)C[N+](C)(CCCC)CCCC,,,,,,,,,,,,
1002,16,CCCCC(C)C[N+](CC)(CC)CC(C)(C)C,,,,,,,,,,,,
1003,16,CCCCC(C)C[N+](CC)(CC)CC(C)CC,,,,,,,,,,,,
1004,16,CCCCC(C)C[N+](CC)(CC)CCC(C)C,,,,,,,,,,,,
1005,16,CCCCC(C)C[N+](CC)(CCC)CC(C)C,,,,,,,,,,,,
1006,16,CCCCC(C)C[N+](CC)(CCC)CCCC,,,,,,,,,,,,
1007,16,CCCCC(C)C[N+](CCC)(CCC)CCC,,,,,,,,,,,,
1008,16,CCCCCC(C)C[N+](C)(C)CC(C)(C)CC,,,,,,,,,,,,
1009,16,CCCCCC(C)C[N+](C)(C)CC(C)CCC,,,,,,,,,,,,
1010,16,CCCCCC(C)C[N+](C)(C)CCC(C)CC,,,,,,,,,,,,
1011,16,CCCCCC(C)C[N+](C)(C)CCCC(C)C,,,,,,,,,,,,
1012,16,CCCCCC(C)C[N+](C)(CC)CC(C)(C)C,,,,,,,,,,,,
1013,16,CCCCCC(C)C[N+](C)(CC)CC(C)CC,,,,,,,,,,,,
1014,16,CCCCCC(C)C[N+](C)(CC)CCC(C)C,,,,,,,,,,,,
1015,16,CCCCCC(C)C[N+](C)(CC)CCCCC,,,,,,,,,,,,
1016,16,CCCCCC(C)C[N+](C)(CCC)CC(C)C,,,,,,,,,,,,
1017,16,CCCCCC(C)C[N+](C)(CCC)CCCC,,,,,,,,,,,,
1018,16,CCCCCC(C)C[N+](CC)(CC)CC(C)C,,,,,,,,,,,,
1019,16,CCCCCC(C)C[N+](CC)(CC)CCCC,,,,,,,,,,,,
1020,16,CCCCCC(C)C[N+](CC)(CCC)CCC,,,,,,,,,,,,
1021,16,CCCCCCCCCCCCC[N+](C)(C)C,11484094.0,trimethyl(tridecyl)azanium,242.46,C16H36N+,146.0,12.0,17.0,6.4,19727-46-9,,,
1022,16,CCCCCCCCCCCC[N+](C)(C)CC,62471.0,dodecyl-ethyl-dimethylazanium,242.46,C16H36N+,152.0,12.0,17.0,6.2,1001-66-7,68207-00-1,41431-84-9,
1023,16,CCCCCCCCCCC[N+](C)(C)CCC,54067909.0,dimethyl-propyl-undecylazanium,242.46,C16H36N+,152.0,12.0,17.0,6.2,,,,
1024,16,CCCCCCCCCCC[N+](C)(CC)CC,,,,,,,,,,,,
1025,16,CCCCCCCCCC[N+](C)(C)CC(C)C,153847355.0,decyl-dimethyl-(2-methylpropyl)azanium,242.46,C16H36N+,161.0,11.0,17.0,6.1,,,,
1026,16,CCCCCCCCCC[N+](C)(C)CCCC,57255541.0,butyl-decyl-dimethylazanium,242.46,C16H36N+,152.0,12.0,17.0,6.0,,187731-25-5,,
1027,16,CCCCCCCCCC[N+](C)(CC)CCC,,,,,,,,,,,,
1028,16,CCCCCCCCCC[N+](CC)(CC)CC,9835339.0,decyl(triethyl)azanium,242.46,C16H36N+,141.0,12.0,17.0,5.9,38443-60-6,5090-03-9,,
1029,16,CCCCCCCCC[N+](C)(C)CC(C)(C)C,,,,,,,,,,,,
1030,16,CCCCCCCCC[N+](C)(C)CC(C)CC,,,,,,,,,,,,
1031,16,CCCCCCCCC[N+](C)(C)CCC(C)C,159915859.0,dimethyl-(3-methylbutyl)-nonylazanium,242.46,C16H36N+,161.0,11.0,17.0,5.9,,,,
1032,16,CCCCCCCCC[N+](C)(C)CCCCC,87493818.0,dimethyl-nonyl-pentylazanium,242.46,C16H36N+,152.0,12.0,17.0,6.0,,,,
1033,16,CCCCCCCCC[N+](C)(CC)CC(C)C,,,,,,,,,,,,
1034,16,CCCCCCCCC[N+](C)(CC)CCCC,159414620.0,butyl-ethyl-methyl-nonylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.9,,,,
1035,16,CCCCCCCCC[N+](C)(CCC)CCC,,,,,,,,,,,,
1036,16,CCCCCCCCC[N+](CC)(CC)CCC,,,,,,,,,,,,
1037,16,CCCCCCCC[N+](C)(C)CC(C)(C)CC,,,,,,,,,,,,
1038,16,CCCCCCCC[N+](C)(C)CC(C)CCC,,,,,,,,,,,,
1039,16,CCCCCCCC[N+](C)(C)CCC(C)CC,,,,,,,,,,,,
1040,16,CCCCCCCC[N+](C)(C)CCCC(C)C,161625672.0,dimethyl-(4-methylpentyl)-octylazanium,242.46,C16H36N+,161.0,11.0,17.0,5.7,,,,
1041,16,CCCCCCCC[N+](C)(C)CCCCCC,44630345.0,hexyl-dimethyl-octylazanium,242.46,C16H36N+,152.0,12.0,17.0,6.0,122032-50-2,,,
1042,16,CCCCCCCC[N+](C)(CC)CC(C)(C)C,,,,,,,,,,,,
1043,16,CCCCCCCC[N+](C)(CC)CC(C)CC,,,,,,,,,,,,
1044,16,CCCCCCCC[N+](C)(CC)CCC(C)C,,,,,,,,,,,,
1045,16,CCCCCCCC[N+](C)(CC)CCCCC,123637971.0,ethyl-methyl-octyl-pentylazanium,242.46,,,,,,,,,
1046,16,CCCCCCCC[N+](C)(CCC)CC(C)C,,,,,,,,,,,,
1047,16,CCCCCCCC[N+](C)(CCC)CCCC,141640656.0,butyl-methyl-octyl-propylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.8,,,,
1048,16,CCCCCCCC[N+](CC)(CC)CC(C)C,,,,,,,,,,,,
1049,16,CCCCCCCC[N+](CC)(CC)CCCC,127262847.0,butyl-diethyl-octylazanium,242.46,,,,,,,,,
1050,16,CCCCCCCC[N+](CC)(CCC)CCC,,,,,,,,,,,,
1051,16,CCCCCCC[N+](C)(C)CC(C)(C)C(C)C,,,,,,,,,,,,
1052,16,CCCCCCC[N+](C)(C)CC(C)(C)CCC,,,,,,,,,,,,
1053,16,CCCCCCC[N+](C)(C)CC(C)CCCC,,,,,,,,,,,,
1054,16,CCCCCCC[N+](C)(C)CCC(C)CCC,,,,,,,,,,,,
1055,16,CCCCCCC[N+](C)(C)CCCC(C)CC,,,,,,,,,,,,
1056,16,CCCCCCC[N+](C)(C)CCCCC(C)C,157100788.0,heptyl-dimethyl-(5-methylhexyl)azanium,242.46,,,,,,,,,
1057,16,CCCCCCC[N+](C)(C)CCCCCCC,17912687.0,diheptyl(dimethyl)azanium,242.46,C16H36N+,136.0,12.0,17.0,6.0,106128-47-6,187731-22-2,,
1058,16,CCCCCCC[N+](C)(CC(C)C)CC(C)C,,,,,,,,,,,,
1059,16,CCCCCCC[N+](C)(CC)CC(C)(C)CC,,,,,,,,,,,,
1060,16,CCCCCCC[N+](C)(CC)CC(C)CCC,,,,,,,,,,,,
1061,16,CCCCCCC[N+](C)(CC)CCC(C)CC,,,,,,,,,,,,
1062,16,CCCCCCC[N+](C)(CC)CCCC(C)C,,,,,,,,,,,,
1063,16,CCCCCCC[N+](C)(CC)CCCCCC,175528723.0,ethyl-heptyl-hexyl-methylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.9,,,,
1064,16,CCCCCCC[N+](C)(CCC)CC(C)(C)C,,,,,,,,,,,,
1065,16,CCCCCCC[N+](C)(CCC)CC(C)CC,,,,,,,,,,,,
1066,16,CCCCCCC[N+](C)(CCC)CCC(C)C,,,,,,,,,,,,
1067,16,CCCCCCC[N+](C)(CCC)CCCCC,71382092.0,heptyl-methyl-pentyl-propylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.8,,,628724-40-3,
1068,16,CCCCCCC[N+](C)(CCCC)CC(C)C,,,,,,,,,,,,
1069,16,CCCCCCC[N+](C)(CCCC)CCCC,150372540.0,dibutyl-heptyl-methylazanium,242.46,C16H36N+,146.0,12.0,17.0,5.7,,,,
1070,16,CCCCCCC[N+](CC)(CC)CC(C)(C)C,,,,,,,,,,,,
1071,16,CCCCCCC[N+](CC)(CC)CC(C)CC,,,,,,,,,,,,
1072,16,CCCCCCC[N+](CC)(CC)CCC(C)C,,,,,,,,,,,,
1073,16,CCCCCCC[N+](CC)(CC)CCCCC,,,,,,,,,,,,
1074,16,CCCCCCC[N+](CC)(CCC)CC(C)C,,,,,,,,,,,,
1075,16,CCCCCCC[N+](CC)(CCC)CCCC,,,,,,,,,,,,
1076,16,CCCCCCC[N+](CCC)(CCC)CCC,20266119.0,heptyl(tripropyl)azanium,242.46,C16H36N+,137.0,12.0,17.0,5.8,,,,
1077,16,CCCCCC[N+](C)(C)CC(C)(C)C(C)CC,,,,,,,,,,,,
1078,16,CCCCCC[N+](C)(C)CC(C)(C)CCCC,,,,,,,,,,,,
1079,16,CCCCCC[N+](C)(C)CC(C)CCCCC,,,,,,,,,,,,
1080,16,CCCCCC[N+](C)(C)CCC(C)CCCC,,,,,,,,,,,,
1081,16,CCCCCC[N+](C)(C)CCCC(C)CCC,,,,,,,,,,,,
1082,16,CCCCCC[N+](C)(C)CCCCC(C)CC,,,,,,,,,,,,
1083,16,CCCCCC[N+](C)(C)CCCCCC(C)C,,,,,,,,,,,,
1084,16,CCCCCC[N+](C)(CC(C)C)CC(C)(C)C,,,,,,,,,,,,
1085,16,CCCCCC[N+](C)(CC(C)C)CC(C)CC,,,,,,,,,,,,
1086,16,CCCCCC[N+](C)(CC)CC(C)(C)C(C)C,,,,,,,,,,,,
1087,16,CCCCCC[N+](C)(CC)CC(C)(C)CCC,,,,,,,,,,,,
1088,16,CCCCCC[N+](C)(CC)CC(C)CCCC,,,,,,,,,,,,
1089,16,CCCCCC[N+](C)(CC)CCC(C)CCC,,,,,,,,,,,,
1090,16,CCCCCC[N+](C)(CC)CCCC(C)CC,,,,,,,,,,,,
1091,16,CCCCCC[N+](C)(CC)CCCCC(C)C,,,,,,,,,,,,
1092,16,CCCCCC[N+](C)(CCC(C)C)CC(C)C,,,,,,,,,,,,
1093,16,CCCCCC[N+](C)(CCC)CC(C)(C)CC,,,,,,,,,,,,
1094,16,CCCCCC[N+](C)(CCC)CC(C)CCC,,,,,,,,,,,,
1095,16,CCCCCC[N+](C)(CCC)CCC(C)CC,,,,,,,,,,,,
1096,16,CCCCCC[N+](C)(CCC)CCCC(C)C,,,,,,,,,,,,
1097,16,CCCCCC[N+](C)(CCC)CCCCCC,58935187.0,dihexyl-methyl-propylazanium,242.46,C16H36N+,142.0,12.0,17.0,5.8,,,,
1098,16,CCCCCC[N+](C)(CCCC)CC(C)(C)C,,,,,,,,,,,,
1099,16,CCCCCC[N+](C)(CCCC)CC(C)CC,,,,,,,,,,,,
1100,16,CCCCCC[N+](C)(CCCC)CCC(C)C,,,,,,,,,,,,
1101,16,CCCCCC[N+](C)(CCCC)CCCCC,87508904.0,butyl-hexyl-methyl-pentylazanium,242.46,C16H36N+,156.0,12.0,17.0,5.7,,,,
1102,16,CCCCCC[N+](C)(CCCCC)CC(C)C,,,,,,,,,,,,
1103,16,CCCCCC[N+](CC)(CC(C)C)CC(C)C,,,,,,,,,,,,
1104,16,CCCCCC[N+](CC)(CC)CC(C)(C)CC,,,,,,,,,,,,
1105,16,CCCCCC[N+](CC)(CC)CC(C)CCC,,,,,,,,,,,,
1106,16,CCCCCC[N+](CC)(CC)CCC(C)CC,,,,,,,,,,,,
1107,16,CCCCCC[N+](CC)(CC)CCCC(C)C,,,,,,,,,,,,
1108,16,CCCCCC[N+](CC)(CC)CCCCCC,20092195.0,diethyl(dihexyl)azanium,242.46,C16H36N+,136.0,12.0,17.0,5.7,,,,
1109,16,CCCCCC[N+](CC)(CCC)CC(C)(C)C,,,,,,,,,,,,
1110,16,CCCCCC[N+](CC)(CCC)CC(C)CC,,,,,,,,,,,,
1111,16,CCCCCC[N+](CC)(CCC)CCC(C)C,,,,,,,,,,,,
1112,16,CCCCCC[N+](CC)(CCC)CCCCC,,,,,,,,,,,,
1113,16,CCCCCC[N+](CC)(CCCC)CC(C)C,,,,,,,,,,,,
1114,16,CCCCCC[N+](CC)(CCCC)CCCC,151792739.0,dibutyl-ethyl-hexylazanium,242.46,C16H36N+,146.0,12.0,17.0,5.5,,,,
1115,16,CCCCCC[N+](CCC)(CCC)CC(C)C,,,,,,,,,,,,
1116,16,CCCCCC[N+](CCC)(CCC)CCCC,23088825.0,butyl-hexyl-dipropylazanium,242.46,C16H36N+,148.0,12.0,17.0,5.7,,,,
1117,16,CCCCC[N+](C)(CC(C)(C)C)CC(C)(C)C,,,,,,,,,,,,
1118,16,CCCCC[N+](C)(CC(C)C)CC(C)(C)CC,,,,,,,,,,,,
1119,16,CCCCC[N+](C)(CC(C)C)CC(C)CCC,,,,,,,,,,,,
1120,16,CCCCC[N+](C)(CC(C)CC)CC(C)(C)C,,,,,,,,,,,,
1121,16,CCCCC[N+](C)(CC(C)CC)CC(C)CC,,,,,,,,,,,,
1122,16,CCCCC[N+](C)(CC)CC(C)(C)C(C)CC,,,,,,,,,,,,
1123,16,CCCCC[N+](C)(CC)CC(C)(C)CCCC,,,,,,,,,,,,
1124,16,CCCCC[N+](C)(CC)CCC(C)CCCC,,,,,,,,,,,,
1125,16,CCCCC[N+](C)(CC)CCCC(C)CCC,,,,,,,,,,,,
1126,16,CCCCC[N+](C)(CC)CCCCC(C)CC,,,,,,,,,,,,
1127,16,CCCCC[N+](C)(CC)CCCCCC(C)C,,,,,,,,,,,,
1128,16,CCCCC[N+](C)(CCC(C)C)CC(C)(C)C,,,,,,,,,,,,
1129,16,CCCCC[N+](C)(CCC(C)C)CC(C)CC,,,,,,,,,,,,
1130,16,CCCCC[N+](C)(CCC(C)C)CCC(C)C,,,,,,,,,,,,
1131,16,CCCCC[N+](C)(CCC(C)CC)CC(C)C,,,,,,,,,,,,
1132,16,CCCCC[N+](C)(CCC)CC(C)(C)C(C)C,,,,,,,,,,,,
1133,16,CCCCC[N+](C)(CCC)CC(C)(C)CCC,,,,,,,,,,,,
1134,16,CCCCC[N+](C)(CCC)CC(C)CCCC,,,,,,,,,,,,
1135,16,CCCCC[N+](C)(CCC)CCC(C)CCC,,,,,,,,,,,,
1136,16,CCCCC[N+](C)(CCC)CCCC(C)CC,,,,,,,,,,,,
1137,16,CCCCC[N+](C)(CCC)CCCCC(C)C,,,,,,,,,,,,
1138,16,CCCCC[N+](C)(CCCC(C)C)CC(C)C,,,,,,,,,,,,
1139,16,CCCCC[N+](C)(CCCC)CC(C)(C)CC,,,,,,,,,,,,
1140,16,CCCCC[N+](C)(CCCC)CC(C)CCC,,,,,,,,,,,,
1141,16,CCCCC[N+](C)(CCCC)CCC(C)CC,,,,,,,,,,,,
1142,16,CCCCC[N+](C)(CCCC)CCCC(C)C,,,,,,,,,,,,
1143,16,CCCCC[N+](C)(CCCCC)CC(C)(C)C,,,,,,,,,,,,
1144,16,CCCCC[N+](C)(CCCCC)CC(C)CC,,,,,,,,,,,,
1145,16,CCCCC[N+](C)(CCCCC)CCC(C)C,,,,,,,,,,,,
1146,16,CCCCC[N+](C)(CCCCC)CCCCC,13767188.0,methyl(tripentyl)azanium,242.46,C16H36N+,127.0,12.0,17.0,5.7,,,,
1147,16,CCCCC[N+](CC)(CC(C)C)CC(C)(C)C,,,,,,,,,,,,
1148,16,CCCCC[N+](CC)(CC(C)C)CC(C)CC,,,,,,,,,,,,
1149,16,CCCCC[N+](CC)(CC)CC(C)(C)C(C)C,,,,,,,,,,,,
1150,16,CCCCC[N+](CC)(CC)CC(C)(C)CCC,,,,,,,,,,,,
1151,16,CCCCC[N+](CC)(CC)CC(C)CCCC,,,,,,,,,,,,
1152,16,CCCCC[N+](CC)(CC)CCC(C)CCC,,,,,,,,,,,,
1153,16,CCCCC[N+](CC)(CC)CCCC(C)CC,,,,,,,,,,,,
1154,16,CCCCC[N+](CC)(CC)CCCCC(C)C,,,,,,,,,,,,
1155,16,CCCCC[N+](CC)(CCC(C)C)CC(C)C,,,,,,,,,,,,
1156,16,CCCCC[N+](CC)(CCC)CC(C)(C)CC,,,,,,,,,,,,
1157,16,CCCCC[N+](CC)(CCC)CC(C)CCC,,,,,,,,,,,,
1158,16,CCCCC[N+](CC)(CCC)CCC(C)CC,,,,,,,,,,,,
1159,16,CCCCC[N+](CC)(CCC)CCCC(C)C,,,,,,,,,,,,
1160,16,CCCCC[N+](CC)(CCCC)CC(C)(C)C,,,,,,,,,,,,
1161,16,CCCCC[N+](CC)(CCCC)CC(C)CC,,,,,,,,,,,,
1162,16,CCCCC[N+](CC)(CCCC)CCC(C)C,,,,,,,,,,,,
1163,16,CCCCC[N+](CC)(CCCC)CCCCC,118020801.0,butyl-ethyl-dipentylazanium,242.46,C16H36N+,144.0,12.0,17.0,5.5,,,,
1164,16,CCCCC[N+](CC)(CCCCC)CC(C)C,87479471.0,ethyl-(2-methylpropyl)-dipentylazanium,242.46,C16H36N+,153.0,11.0,17.0,5.6,,,,
1165,16,CCCCC[N+](CCC)(CC(C)C)CC(C)C,,,,,,,,,,,,
1166,16,CCCCC[N+](CCC)(CCC)CC(C)(C)C,,,,,,,,,,,,
1167,16,CCCCC[N+](CCC)(CCC)CC(C)CC,,,,,,,,,,,,
1168,16,CCCCC[N+](CCC)(CCC)CCC(C)C,,,,,,,,,,,,
1169,16,CCCCC[N+](CCC)(CCC)CCCCC,85717237.0,dipentyl(dipropyl)azanium,242.46,C16H36N+,136.0,12.0,17.0,5.7,,,,
1170,16,CCCCC[N+](CCC)(CCCC)CC(C)C,,,,,,,,,,,,
1171,16,CCCCC[N+](CCC)(CCCC)CCCC,142514259.0,dibutyl-pentyl-propylazanium,242.46,C16H36N+,146.0,12.0,17.0,5.5,,,,
1172,16,CCCC[N+](C)(CC(C)(C)C)CC(C)(C)CC,,,,,,,,,,,,
1173,16,CCCC[N+](C)(CC(C)C)CC(C)(C)C(C)C,,,,,,,,,,,,
1174,16,CCCC[N+](C)(CC(C)C)CC(C)(C)CCC,,,,,,,,,,,,
1175,16,CCCC[N+](C)(CC(C)CC)CC(C)(C)CC,,,,,,,,,,,,
1176,16,CCCC[N+](C)(CC(C)CC)CC(C)CCC,,,,,,,,,,,,
1177,16,CCCC[N+](C)(CC(C)CCC)CC(C)(C)C,,,,,,,,,,,,
1178,16,CCCC[N+](C)(CCC(C)C)CC(C)(C)CC,,,,,,,,,,,,
1179,16,CCCC[N+](C)(CCC(C)C)CC(C)CCC,,,,,,,,,,,,
1180,16,CCCC[N+](C)(CCC(C)C)CCC(C)CC,,,,,,,,,,,,
1181,16,CCCC[N+](C)(CCC(C)CC)CC(C)(C)C,,,,,,,,,,,,
1182,16,CCCC[N+](C)(CCC(C)CC)CC(C)CC,,,,,,,,,,,,
1183,16,CCCC[N+](C)(CCC(C)CCC)CC(C)C,,,,,,,,,,,,
1184,16,CCCC[N+](C)(CCC)CC(C)(C)C(C)CC,,,,,,,,,,,,
1185,16,CCCC[N+](C)(CCC)CCCC(C)CCC,,,,,,,,,,,,
1186,16,CCCC[N+](C)(CCC)CCCCC(C)CC,,,,,,,,,,,,
1187,16,CCCC[N+](C)(CCC)CCCCCC(C)C,,,,,,,,,,,,
1188,16,CCCC[N+](C)(CCCC(C)C)CC(C)(C)C,,,,,,,,,,,,
1189,16,CCCC[N+](C)(CCCC(C)C)CC(C)CC,,,,,,,,,,,,
1190,16,CCCC[N+](C)(CCCC(C)C)CCC(C)C,,,,,,,,,,,,
1191,16,CCCC[N+](C)(CCCC(C)CC)CC(C)C,,,,,,,,,,,,
1192,16,CCCC[N+](C)(CCCC)CC(C)(C)C(C)C,,,,,,,,,,,,
1193,16,CCCC[N+](C)(CCCC)CC(C)(C)CCC,,,,,,,,,,,,
1194,16,CCCC[N+](C)(CCCC)CCC(C)CCC,,,,,,,,,,,,
1195,16,CCCC[N+](C)(CCCC)CCCC(C)CC,,,,,,,,,,,,
1196,16,CCCC[N+](C)(CCCC)CCCCC(C)C,,,,,,,,,,,,
1197,16,CCCC[N+](C)(CCCCC(C)C)CC(C)C,,,,,,,,,,,,
1198,16,CCCC[N+](CC(C)C)(CC(C)C)CC(C)C,,,,,,,,,,,,
1199,16,CCCC[N+](CC)(CC(C)(C)C)CC(C)(C)C,,,,,,,,,,,,
1200,16,CCCC[N+](CC)(CC(C)C)CC(C)(C)CC,,,,,,,,,,,,
1201,16,CCCC[N+](CC)(CC(C)C)CC(C)CCC,,,,,,,,,,,,
1202,16,CCCC[N+](CC)(CC(C)CC)CC(C)(C)C,,,,,,,,,,,,
1203,16,CCCC[N+](CC)(CC(C)CC)CC(C)CC,,,,,,,,,,,,
1204,16,CCCC[N+](CC)(CC)CC(C)(C)C(C)CC,,,,,,,,,,,,
