Index,Num_c,SMILES,mol_weight,xlogp,num_rotatable_bonds,bertz_ct,HOMO,LUMO,gap,predicted_gap
246,16,CCCCC[N+](CC)(CCCCC)CC(C)C,242.47,5.6,16,147.42,,,,7.802158355712891
247,16,CCCCC[N+](CCC)(CCC)CCCCC,242.47,5.7,16,130.12,,,,7.745107650756836
248,16,CCCCC[N+](CCC)(CCCC)CCCC,242.47,5.5,16,140.12,,,,7.764421463012695
249,16,CCCC[N+](CCCC)(CC(C)C)CC(C)C,242.47,5.4,16,146.88,,,,7.955456733703613
250,16,CCCC[N+](CCCC)(CCCC)CC(C)C,242.47,5.4,16,135.65,,,,7.876625061035156
251,16,CCCC[N+](CCCC)(CCCC)CCCC,242.47,5.3,16,110.61,,,,8.081560134887695
252,16,CCC[N+](CCC)(CCC(C)C)CCC(C)C,242.47,5.4,16,146.88,,,,7.7204084396362305
253,17,CCCCCCCCCCCCCC[N+](C)(C)C,256.5,7.0,17,151.91,,,,6.137942314147949
254,17,CCCCCCCCCCCCC[N+](C)(C)CC,256.5,6.8,17,157.42,,,,6.64874267578125
255,17,CCCCCCCCCCCC[N+](C)(C)CCC,256.5,6.8,17,157.42,,,,6.588224411010742
256,17,CCCCCCCCCCCC[N+](C)(CC)CC,256.5,6.6,17,155.42,,,,6.6479339599609375
257,17,CCCCCCCCCCC[N+](C)(C)CCCC,256.5,6.6,17,157.42,,,,7.037304878234863
258,17,CCCCCCCCCCC[N+](C)(CC)CCC,256.5,6.6,17,161.42,,,,6.563986778259277
259,17,CCCCCCCCCCC[N+](CC)(CC)CC,256.5,6.4,17,147.16,,,,6.398768424987793
260,17,CCCCCCCCCC[N+](C)(C)CCC(C)C,256.5,6.5,17,166.88,,,,6.662433624267578
261,17,CCCCCCCCCC[N+](C)(C)CCCCC,256.5,6.6,17,157.42,,,,6.692141532897949
262,17,CCCCCCCCCC[N+](C)(CCC)CCC,256.5,6.6,17,153.42,,,,6.660052299499512
263,17,CCCCCCCCCC[N+](CC)(CC)CCC,256.5,6.4,17,155.42,,,,6.720251560211182
264,17,CCCCCCCCC[N+](C)(C)CCCC(C)C,256.5,6.3,17,166.88,,,,6.9889936447143555
265,17,CCCCCCCCC[N+](C)(C)CCCCCC,256.5,6.6,17,157.42,,,,6.923440933227539
266,17,CCCCCCCC[N+](C)(C)CCCCC(C)C,256.5,6.3,17,166.88,,,,7.1226911544799805
267,17,CCCCCCCC[N+](C)(C)CCCCCCC,256.5,6.6,17,157.42,,,,7.223386764526367
268,17,CCCCCCCC[N+](C)(CCCC)CCCC,256.5,6.2,17,151.42,,,,7.1421356201171875
269,17,CCCCCCCC[N+](CCC)(CCC)CCC,256.5,6.4,17,142.4,,,,7.408442497253418
270,17,CCCCCCC[N+](C)(CCC)CCCCCC,256.5,6.4,17,161.42,,,,7.294673919677734
271,17,CCCCCCC[N+](CCC)(CCC)CCCC,256.5,6.2,17,153.42,,,,7.329006671905518
272,17,CCCCCC[N+](C)(CCCC)CCCCCC,256.5,6.2,17,147.42,,,,7.527491092681885
273,17,CCCCCC[N+](C)(CCCCC)CCCCC,256.5,6.2,17,149.42,,,,7.921908378601074
274,17,CCCCCC[N+](CC)(CCC)CCCC(C)C,256.5,5.9,17,170.88,,,,7.68917179107666
275,17,CCCCCC[N+](CCC)(CCCC)CCCC,256.5,6.0,17,151.42,,,,7.667738914489746
276,17,CCCCC[N+](CC(C)C)(CC(C)C)CC(C)C,256.5,6.1,17,161.69,,,,7.866175651550293
277,17,CCCCC[N+](CC)(CCCCC)CCCCC,256.5,6.0,17,132.89,,,,7.690249443054199
278,17,CCCCC[N+](CCC)(CCCC)CCCCC,256.5,6.0,17,149.42,,,,7.849337577819824
279,17,CCCCC[N+](CCCC)(CCCC)CCCC,256.5,5.8,17,137.65,,,,7.742316246032715
280,17,CCCC[N+](CCCC)(CCCC)CC(C)(C)C,256.5,5.8,13,162.93,,,,7.9157562255859375
281,17,CCCC[N+](CCCC)(CCCC)CCC(C)C,256.5,5.7,17,147.1,,,,7.971732139587402
282,18,CC(C)CCCCC[N+](C)(C)CCCCCC(C)C,270.52,6.5,18,168.21,,,,7.385585308074951
283,18,CCCCCCCCCCCCCCC[N+](C)(C)C,270.52,7.5,18,163.37,,,,6.194623947143555
284,18,CCCCCCCCCCCC[N+](C)(C)CC(C)C,270.52,7.2,18,178.48,,,,6.424427032470703
285,18,CCCCCCCCCCCC[N+](C)(C)CCCC,270.52,7.1,18,168.88,,,,6.374126434326172
286,18,CCCCCCCCCCCC[N+](CC)(CC)CC,270.52,7.0,18,158.61,,,,6.546507835388184
287,18,CCCCCCCCCCC[N+](C)(C)CCC(C)C,270.52,7.0,18,178.48,,,,6.823614120483398
288,18,CCCCCCCCCCC[N+](C)(C)CCCCC,270.52,7.1,18,168.88,,,,7.078862190246582
289,18,CCCCCCCCCC[N+](CC)(CCC)CCC,270.52,6.9,18,164.88,,,,6.764012336730957
290,18,CCCCCCCCC[N+](CCC)(CCC)CCC,270.52,6.9,18,153.86,,,,7.261050224304199
291,18,CCCCCCCC[N+](C)(C)CCCCCCCC,270.52,7.1,18,150.88,,,,7.240822792053223
292,18,CCCCCCCC[N+](CC)(CC)CCCCCC,270.52,6.8,18,166.88,,,,7.396594047546387
293,18,CCCCCCCC[N+](CC)(CCCC)CCCC,270.52,6.6,18,162.88,,,,7.20407772064209
294,18,CCCCCCCC[N+](CCC)(CCC)CCCC,270.52,6.7,18,164.88,,,,7.3133649826049805
295,18,CCCCCCC[N+](C)(CCCC)CCCCCC,270.52,6.7,18,172.88,,,,7.616761207580566
296,18,CCCCCCC[N+](CC)(CC)CCCCCCC,270.52,6.8,18,150.88,,,,7.363414764404297
297,18,CCCCCC[N+](C)(CCCCC)CCCCCC,270.52,6.7,18,158.88,,,,7.655251502990723
298,18,CCCCCC[N+](CC(C)C)(CC(C)C)CC(C)C,270.52,6.6,18,173.55,,,,7.814540863037109
299,18,CCCCCC[N+](CC)(CCCCCC)CC(C)C,270.52,6.6,18,168.48,,,,7.450028419494629
300,18,CCCCCC[N+](CCC)(CCC)CCCCCC,270.52,6.7,18,150.88,,,,7.710604667663574
301,18,CCCCCC[N+](CCCC)(CCCC)CCCC,270.52,6.4,18,149.1,,,,7.851616859436035
302,18,CCCCC[N+](CCC)(CCCCC)CCCCC,270.52,6.6,18,144.35,,,,7.947841644287109
303,18,CCCCC[N+](CCCC)(CCCC)CCCCC,270.52,6.4,18,150.88,,,,7.6753129959106445
304,18,CCCC[N+](CCCC)(CCC(C)C)CCC(C)C,270.52,6.2,18,168.21,,,,7.774200439453125
305,18,CCCC[N+](CCCC)(CCCC)CCCC(C)C,270.52,6.1,18,158.7,,,,7.83076286315918
306,19,CCCCCCCCCCCCCCCC[N+](C)(C)C,284.55,8.0,19,174.97,,,,6.282365798950195
307,19,CCCCCCCCCCCCCCC[N+](C)(C)CC,284.55,7.9,19,180.48,,,,6.454482078552246
308,19,CCCCCCCCCCCCCC[N+](C)(C)CCC,284.55,7.8,19,180.48,,,,6.324103355407715
309,19,CCCCCCCCCCCCCC[N+](C)(CC)CC,284.55,7.7,19,178.48,,,,6.237227439880371
310,19,CCCCCCCCCCCCC[N+](C)(C)CCCC,284.55,7.7,19,180.48,,,,6.4823455810546875
311,19,CCCCCCCCCCCCC[N+](CC)(CC)CC,284.55,7.5,19,170.21,,,,6.361270904541016
312,19,CCCCCCCCCCCC[N+](C)(C)CCC(C)C,284.55,7.6,19,190.21,,,,6.767322540283203
313,19,CCCCCCCCCCCC[N+](C)(C)CCCCC,284.55,7.7,19,180.48,,,,6.505744934082031
314,19,CCCCCCCCCCCC[N+](C)(CC)CCCC,284.55,7.5,19,184.48,,,,6.433779716491699
315,19,CCCCCCCCCCCC[N+](C)(CCC)CCC,284.55,7.7,19,176.48,,,,6.5110883712768555
316,19,CCCCCCCCCCCC[N+](CC)(CC)CCC,284.55,7.5,19,178.48,,,,6.362658500671387
317,19,CCCCCCCCCCC[N+](C)(C)CCCC(C)C,284.55,7.4,19,190.21,,,,7.005990028381348
318,19,CCCCCCCCCCC[N+](C)(C)CCCCCC,284.55,7.7,19,180.48,,,,6.718969821929932
319,19,CCCCCCCCCCC[N+](CC)(CC)CCCC,284.55,7.3,19,178.48,,,,6.5650634765625
320,19,CCCCCCCCCC[N+](C)(C)CCCCC(C)C,284.55,7.4,19,190.21,,,,7.071881294250488
321,19,CCCCCCCCCC[N+](C)(C)CCCCCCC,284.55,7.7,19,180.48,,,,7.058371067047119
322,19,CCCCCCCCCC[N+](C)(CC(C)C)CC(C)C,284.55,7.4,19,192.08,,,,6.960942268371582
323,19,CCCCCCCCCC[N+](C)(CCCC)CCCC,284.55,7.3,19,174.48,,,,6.693912506103516
324,19,CCCCCCCCCC[N+](CCC)(CCC)CCC,284.55,7.5,19,165.46,,,,6.929201602935791
325,19,CCCCCCCCC[N+](C)(C)CCCCCCCC,284.55,7.7,19,180.48,,,,7.2166748046875
326,19,CCCCCCCC[N+](C)(CC)CCCCCCCC,284.55,7.5,19,166.48,,,,7.526773452758789
327,19,CCCCCCCC[N+](C)(CCCC)CCCCCC,284.55,7.3,19,184.48,,,,7.423109531402588
328,19,CCCCCCCC[N+](CC)(CC)CCCCCCC,284.55,7.3,19,178.48,,,,7.247952461242676
329,19,CCCCCCCC[N+](CCC)(CCC)CCCCC,284.55,7.3,19,176.48,,,,7.477703094482422
330,19,CCCCCCC[N+](C)(CCCCC)CCCCCC,284.55,7.3,19,184.48,,,,7.607407093048096
331,19,CCCCCCC[N+](CCCC)(CCCC)CCCC,284.55,6.9,19,160.7,,,,7.660479545593262
332,19,CCCCCC[N+](C)(CCCCCC)CCCCCC,284.55,7.3,19,151.19,,,,7.735229015350342
333,19,CCCCCC[N+](CCCC)(CCCC)CCCCC,284.55,6.9,19,174.48,,,,7.942105293273926
334,19,CCCCC[N+](CCCC)(CCCCC)CCCCC,284.55,6.9,19,155.95,,,,7.850066184997559
335,19,CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C,284.55,6.6,19,180.79,,,,
336,20,CC(C)(C)C[N+](CC(C)(C)C)(CC(C)(C)C)CC(C)(C)C,298.58,7.2,4,236.4,,,,
337,20,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C,298.58,7.0,20,180.91,,,,
338,20,CCCCCCCCCCCCCCCCC[N+](C)(C)C,298.58,8.6,20,186.71,,,,6.369807720184326
339,20,CCCCCCCCCCCCCCCC[N+](C)(C)CC,298.58,8.4,20,192.21,,,,6.295670986175537
340,20,CCCCCCCCCCCCCCC[N+](C)(C)CCC,298.58,8.4,20,192.21,,,,6.334868431091309
341,20,CCCCCCCCCCCCCC[N+](C)(C)CCCC,298.58,8.2,20,192.21,,,,6.258044242858887
342,20,CCCCCCCCCCCCCC[N+](CC)(CC)CC,298.58,8.0,20,181.95,,,,6.489656448364258
343,20,CCCCCCCCCCCCC[N+](C)(C)CCC(C)C,298.58,8.1,20,202.08,,,,6.541719436645508
344,20,CCCCCCCCCCCCC[N+](C)(C)CCCCC,298.58,8.2,20,192.21,,,,6.571815490722656
345,20,CCCCCCCCCCCC[N+](C)(C)CCCC(C)C,298.58,7.9,20,202.08,,,,6.856045722961426
346,20,CCCCCCCCCCCC[N+](C)(C)CCCCCC,298.58,8.2,20,192.21,,,,6.717000961303711
347,20,CCCCCCCCCCCC[N+](CC)(CC)CCCC,298.58,7.8,20,190.21,,,,6.745696067810059
348,20,CCCCCCCCCCCC[N+](CC)(CCC)CCC,298.58,8.0,20,188.21,,,,6.630887985229492
349,20,CCCCCCCCCCC[N+](C)(C)CCCCC(C)C,298.58,7.9,20,202.08,,,,6.7941484451293945
350,20,CCCCCCCCCCC[N+](C)(C)CCCCCCC,298.58,8.2,20,192.21,,,,6.559747695922852
351,20,CCCCCCCCCCC[N+](CCC)(CCC)CCC,298.58,8.0,20,177.2,,,,6.621010780334473
352,20,CCCCCCCCCC[N+](C)(C)CCCCCCCC,298.58,8.2,20,192.21,,,,7.297401428222656
353,20,CCCCCCCCCC[N+](C)(CCC)CCCCCC,298.58,8.0,20,196.21,,,,7.251226425170898
354,20,CCCCCCCCC[N+](C)(C)CCCCCCCCC,298.58,8.2,20,172.21,,,,7.189357757568359
355,20,CCCCCCCCC[N+](C)(CC)CCCCCCCC,298.58,8.0,20,196.21,,,,7.211695194244385
356,20,CCCCCCCC[N+](C)(CCC)CCCCCCCC,298.58,8.0,20,178.21,,,,7.351104736328125
357,20,CCCCCCCC[N+](CC)(CC)CCCCCCCC,298.58,7.8,20,172.21,,,,7.396151065826416
358,20,CCCCCCCC[N+](CCC)(CCC)CCCCCC,298.58,7.8,20,188.21,,,,7.3954057693481445
359,20,CCCCCCCC[N+](CCC)(CCCC)CCCCC,298.58,7.6,20,196.21,,,,7.322787761688232
360,20,CCCCCCCC[N+](CCCC)(CCCC)CCCC,298.58,7.9,20,172.44,,,,7.624053001403809
361,20,CCCCCCC[N+](C)(CCCCCC)CCCCCC,298.58,7.8,20,182.21,,,,7.670844078063965
362,20,CCCCCCC[N+](CCC)(CCC)CCCCCCC,298.58,7.8,20,172.21,,,,7.69056510925293
363,20,CCCCC[N+](CCC)(CCCCC)CCCCC(C)C,298.58,7.3,20,194.08,,,,7.58755350112915
364,20,CCCCC[N+](CCCCC)(CCCCC)CCCCC,298.58,7.4,20,148.71,,,,8.01235294342041
365,20,CCCC[N+](CCCC)(CCCC)CCCCC(C)CC,298.58,7.2,20,184.31,,,,7.615954399108887
