Index,Num_c,SMILES,mol_weight,xlogp,num_rotatable_bonds,bertz_ct,HOMO,LUMO,gap,predicted_gap
241,16,CCCCCC[N+](CC)(CC)CCCCCC,242.47,5.7,16,130.12,,,,7.563362121582031
242,16,CCCCCC[N+](CC)(CCCC)CCCC,242.47,5.5,16,140.12,,,,7.674591064453125
243,16,CCCCCC[N+](CCC)(CCC)CCCC,242.47,5.7,16,142.12,,,,7.526446342468262
244,16,CCCCC[N+](C)(CCCCC)CCCCC,242.47,5.7,16,121.59,,,,7.687644958496094
245,16,CCCCC[N+](CC)(CCCC)CCCCC,242.47,5.5,16,138.12,,,,7.896167755126953
246,16,CCCCC[N+](CC)(CCCCC)CC(C)C,242.47,5.6,16,147.42,,,,7.4536333084106445
247,16,CCCCC[N+](CCC)(CCC)CCCCC,242.47,5.7,16,130.12,,,,7.614036560058594
248,16,CCCCC[N+](CCC)(CCCC)CCCC,242.47,5.5,16,140.12,,,,7.868193626403809
249,16,CCCC[N+](CCCC)(CC(C)C)CC(C)C,242.47,5.4,16,146.88,,,,7.756504058837891
250,16,CCCC[N+](CCCC)(CCCC)CC(C)C,242.47,5.4,16,135.65,,,,7.853947639465332
251,16,CCCC[N+](CCCC)(CCCC)CCCC,242.47,5.3,16,110.61,,,,8.17498779296875
252,16,CCC[N+](CCC)(CCC(C)C)CCC(C)C,242.47,5.4,16,146.88,,,,7.813895225524902
253,17,CCCCCCCCCCCCCC[N+](C)(C)C,256.5,7.0,17,151.91,,,,6.175975799560547
254,17,CCCCCCCCCCCCC[N+](C)(C)CC,256.5,6.8,17,157.42,,,,6.479938507080078
255,17,CCCCCCCCCCCC[N+](C)(C)CCC,256.5,6.8,17,157.42,,,,6.472707748413086
256,17,CCCCCCCCCCCC[N+](C)(CC)CC,256.5,6.6,17,155.42,,,,6.607748508453369
257,17,CCCCCCCCCCC[N+](C)(C)CCCC,256.5,6.6,17,157.42,,,,7.081254959106445
258,17,CCCCCCCCCCC[N+](C)(CC)CCC,256.5,6.6,17,161.42,,,,6.529402732849121
259,17,CCCCCCCCCCC[N+](CC)(CC)CC,256.5,6.4,17,147.16,,,,6.511910438537598
260,17,CCCCCCCCCC[N+](C)(C)CCC(C)C,256.5,6.5,17,166.88,,,,6.656702041625977
261,17,CCCCCCCCCC[N+](C)(C)CCCCC,256.5,6.6,17,157.42,,,,6.821434497833252
262,17,CCCCCCCCCC[N+](C)(CCC)CCC,256.5,6.6,17,153.42,,,,6.7525482177734375
263,17,CCCCCCCCCC[N+](CC)(CC)CCC,256.5,6.4,17,155.42,,,,6.807219505310059
264,17,CCCCCCCCC[N+](C)(C)CCCC(C)C,256.5,6.3,17,166.88,,,,7.00258731842041
265,17,CCCCCCCCC[N+](C)(C)CCCCCC,256.5,6.6,17,157.42,,,,6.963459491729736
266,17,CCCCCCCC[N+](C)(C)CCCCC(C)C,256.5,6.3,17,166.88,,,,7.06947135925293
267,17,CCCCCCCC[N+](C)(C)CCCCCCC,256.5,6.6,17,157.42,,,,7.1444220542907715
268,17,CCCCCCCC[N+](C)(CCCC)CCCC,256.5,6.2,17,151.42,,,,6.959330081939697
269,17,CCCCCCCC[N+](CCC)(CCC)CCC,256.5,6.4,17,142.4,,,,7.198873519897461
270,17,CCCCCCC[N+](C)(CCC)CCCCCC,256.5,6.4,17,161.42,,,,7.284239292144775
271,17,CCCCCCC[N+](CCC)(CCC)CCCC,256.5,6.2,17,153.42,,,,7.2847185134887695
272,17,CCCCCC[N+](C)(CCCC)CCCCCC,256.5,6.2,17,147.42,,,,7.415679931640625
273,17,CCCCCC[N+](C)(CCCCC)CCCCC,256.5,6.2,17,149.42,,,,7.797029495239258
274,17,CCCCCC[N+](CC)(CCC)CCCC(C)C,256.5,5.9,17,170.88,,,,7.413259506225586
275,17,CCCCCC[N+](CCC)(CCCC)CCCC,256.5,6.0,17,151.42,,,,7.768037796020508
276,17,CCCCC[N+](CC(C)C)(CC(C)C)CC(C)C,256.5,6.1,17,161.69,,,,7.720135688781738
277,17,CCCCC[N+](CC)(CCCCC)CCCCC,256.5,6.0,17,132.89,,,,7.904253959655762
278,17,CCCCC[N+](CCC)(CCCC)CCCCC,256.5,6.0,17,149.42,,,,7.627642631530762
279,17,CCCCC[N+](CCCC)(CCCC)CCCC,256.5,5.8,17,137.65,,,,7.596230506896973
280,17,CCCC[N+](CCCC)(CCCC)CC(C)(C)C,256.5,5.8,13,162.93,,,,8.03402042388916
281,17,CCCC[N+](CCCC)(CCCC)CCC(C)C,256.5,5.7,17,147.1,,,,7.67734432220459
282,18,CC(C)CCCCC[N+](C)(C)CCCCCC(C)C,270.52,6.5,18,168.21,,,,7.163402557373047
283,18,CCCCCCCCCCCCCCC[N+](C)(C)C,270.52,7.5,18,163.37,,,,6.188579559326172
284,18,CCCCCCCCCCCC[N+](C)(C)CC(C)C,270.52,7.2,18,178.48,,,,6.573640823364258
285,18,CCCCCCCCCCCC[N+](C)(C)CCCC,270.52,7.1,18,168.88,,,,6.522729873657227
286,18,CCCCCCCCCCCC[N+](CC)(CC)CC,270.52,7.0,18,158.61,,,,6.576476097106934
287,18,CCCCCCCCCCC[N+](C)(C)CCC(C)C,270.52,7.0,18,178.48,,,,6.906831741333008
288,18,CCCCCCCCCCC[N+](C)(C)CCCCC,270.52,7.1,18,168.88,,,,7.01495361328125
289,18,CCCCCCCCCC[N+](CC)(CCC)CCC,270.52,6.9,18,164.88,,,,6.788252830505371
290,18,CCCCCCCCC[N+](CCC)(CCC)CCC,270.52,6.9,18,153.86,,,,7.190311908721924
291,18,CCCCCCCC[N+](C)(C)CCCCCCCC,270.52,7.1,18,150.88,,,,7.086027145385742
292,18,CCCCCCCC[N+](CC)(CC)CCCCCC,270.52,6.8,18,166.88,,,,7.121307373046875
293,18,CCCCCCCC[N+](CC)(CCCC)CCCC,270.52,6.6,18,162.88,,,,7.28125
294,18,CCCCCCCC[N+](CCC)(CCC)CCCC,270.52,6.7,18,164.88,,,,7.206378936767578
295,18,CCCCCCC[N+](C)(CCCC)CCCCCC,270.52,6.7,18,172.88,,,,7.646807670593262
296,18,CCCCCCC[N+](CC)(CC)CCCCCCC,270.52,6.8,18,150.88,,,,7.579477310180664
297,18,CCCCCC[N+](C)(CCCCC)CCCCCC,270.52,6.7,18,158.88,,,,7.418617248535156
298,18,CCCCCC[N+](CC(C)C)(CC(C)C)CC(C)C,270.52,6.6,18,173.55,,,,7.490358352661133
299,18,CCCCCC[N+](CC)(CCCCCC)CC(C)C,270.52,6.6,18,168.48,,,,7.241946697235107
300,18,CCCCCC[N+](CCC)(CCC)CCCCCC,270.52,6.7,18,150.88,,,,7.360272407531738
301,18,CCCCCC[N+](CCCC)(CCCC)CCCC,270.52,6.4,18,149.1,,,,7.42338752746582
302,18,CCCCC[N+](CCC)(CCCCC)CCCCC,270.52,6.6,18,144.35,,,,7.490927696228027
303,18,CCCCC[N+](CCCC)(CCCC)CCCCC,270.52,6.4,18,150.88,,,,7.830914497375488
304,18,CCCC[N+](CCCC)(CCC(C)C)CCC(C)C,270.52,6.2,18,168.21,,,,7.537001609802246
305,18,CCCC[N+](CCCC)(CCCC)CCCC(C)C,270.52,6.1,18,158.7,,,,7.659028053283691
306,19,CCCCCCCCCCCCCCCC[N+](C)(C)C,284.55,8.0,19,174.97,,,,6.235732078552246
307,19,CCCCCCCCCCCCCCC[N+](C)(C)CC,284.55,7.9,19,180.48,,,,6.274243354797363
308,19,CCCCCCCCCCCCCC[N+](C)(C)CCC,284.55,7.8,19,180.48,,,,6.3083906173706055
309,19,CCCCCCCCCCCCCC[N+](C)(CC)CC,284.55,7.7,19,178.48,,,,6.180562973022461
310,19,CCCCCCCCCCCCC[N+](C)(C)CCCC,284.55,7.7,19,180.48,,,,6.502043724060059
311,19,CCCCCCCCCCCCC[N+](CC)(CC)CC,284.55,7.5,19,170.21,,,,6.43517541885376
312,19,CCCCCCCCCCCC[N+](C)(C)CCC(C)C,284.55,7.6,19,190.21,,,,6.686589241027832
313,19,CCCCCCCCCCCC[N+](C)(C)CCCCC,284.55,7.7,19,180.48,,,,6.460882186889648
314,19,CCCCCCCCCCCC[N+](C)(CC)CCCC,284.55,7.5,19,184.48,,,,6.364145278930664
315,19,CCCCCCCCCCCC[N+](C)(CCC)CCC,284.55,7.7,19,176.48,,,,6.595746040344238
316,19,CCCCCCCCCCCC[N+](CC)(CC)CCC,284.55,7.5,19,178.48,,,,6.5152692794799805
317,19,CCCCCCCCCCC[N+](C)(C)CCCC(C)C,284.55,7.4,19,190.21,,,,6.839154243469238
318,19,CCCCCCCCCCC[N+](C)(C)CCCCCC,284.55,7.7,19,180.48,,,,6.666354179382324
319,19,CCCCCCCCCCC[N+](CC)(CC)CCCC,284.55,7.3,19,178.48,,,,6.782711982727051
320,19,CCCCCCCCCC[N+](C)(C)CCCCC(C)C,284.55,7.4,19,190.21,,,,6.9891510009765625
321,19,CCCCCCCCCC[N+](C)(C)CCCCCCC,284.55,7.7,19,180.48,,,,6.8629889488220215
322,19,CCCCCCCCCC[N+](C)(CC(C)C)CC(C)C,284.55,7.4,19,192.08,,,,7.098714828491211
323,19,CCCCCCCCCC[N+](C)(CCCC)CCCC,284.55,7.3,19,174.48,,,,6.753209114074707
324,19,CCCCCCCCCC[N+](CCC)(CCC)CCC,284.55,7.5,19,165.46,,,,7.028465270996094
325,19,CCCCCCCCC[N+](C)(C)CCCCCCCC,284.55,7.7,19,180.48,,,,7.116931915283203
326,19,CCCCCCCC[N+](C)(CC)CCCCCCCC,284.55,7.5,19,166.48,,,,7.334192276000977
327,19,CCCCCCCC[N+](C)(CCCC)CCCCCC,284.55,7.3,19,184.48,,,,7.15126895904541
328,19,CCCCCCCC[N+](CC)(CC)CCCCCCC,284.55,7.3,19,178.48,,,,7.253602981567383
329,19,CCCCCCCC[N+](CCC)(CCC)CCCCC,284.55,7.3,19,176.48,,,,7.226801872253418
330,19,CCCCCCC[N+](C)(CCCCC)CCCCCC,284.55,7.3,19,184.48,,,,7.306028366088867
331,19,CCCCCCC[N+](CCCC)(CCCC)CCCC,284.55,6.9,19,160.7,,,,7.317095756530762
332,19,CCCCCC[N+](C)(CCCCCC)CCCCCC,284.55,7.3,19,151.19,,,,7.565201759338379
333,19,CCCCCC[N+](CCCC)(CCCC)CCCCC,284.55,6.9,19,174.48,,,,7.644097328186035
334,19,CCCCC[N+](CCCC)(CCCCC)CCCCC,284.55,6.9,19,155.95,,,,7.872142791748047
335,19,CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C,284.55,6.6,19,180.79,,,,
336,20,CC(C)(C)C[N+](CC(C)(C)C)(CC(C)(C)C)CC(C)(C)C,298.58,7.2,4,236.4,,,,
337,20,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C,298.58,7.0,20,180.91,,,,
338,20,CCCCCCCCCCCCCCCCC[N+](C)(C)C,298.58,8.6,20,186.71,,,,6.1812849044799805
339,20,CCCCCCCCCCCCCCCC[N+](C)(C)CC,298.58,8.4,20,192.21,,,,6.227333068847656
340,20,CCCCCCCCCCCCCCC[N+](C)(C)CCC,298.58,8.4,20,192.21,,,,6.256154537200928
341,20,CCCCCCCCCCCCCC[N+](C)(C)CCCC,298.58,8.2,20,192.21,,,,6.226425647735596
342,20,CCCCCCCCCCCCCC[N+](CC)(CC)CC,298.58,8.0,20,181.95,,,,6.448931694030762
343,20,CCCCCCCCCCCCC[N+](C)(C)CCC(C)C,298.58,8.1,20,202.08,,,,6.506600379943848
344,20,CCCCCCCCCCCCC[N+](C)(C)CCCCC,298.58,8.2,20,192.21,,,,6.485260009765625
345,20,CCCCCCCCCCCC[N+](C)(C)CCCC(C)C,298.58,7.9,20,202.08,,,,6.812349796295166
346,20,CCCCCCCCCCCC[N+](C)(C)CCCCCC,298.58,8.2,20,192.21,,,,6.693660736083984
347,20,CCCCCCCCCCCC[N+](CC)(CC)CCCC,298.58,7.8,20,190.21,,,,6.667160987854004
348,20,CCCCCCCCCCCC[N+](CC)(CCC)CCC,298.58,8.0,20,188.21,,,,6.672065734863281
349,20,CCCCCCCCCCC[N+](C)(C)CCCCC(C)C,298.58,7.9,20,202.08,,,,7.033212661743164
350,20,CCCCCCCCCCC[N+](C)(C)CCCCCCC,298.58,8.2,20,192.21,,,,6.768434524536133
351,20,CCCCCCCCCCC[N+](CCC)(CCC)CCC,298.58,8.0,20,177.2,,,,6.65010929107666
352,20,CCCCCCCCCC[N+](C)(C)CCCCCCCC,298.58,8.2,20,192.21,,,,6.911346435546875
353,20,CCCCCCCCCC[N+](C)(CCC)CCCCCC,298.58,8.0,20,196.21,,,,6.895320415496826
354,20,CCCCCCCCC[N+](C)(C)CCCCCCCCC,298.58,8.2,20,172.21,,,,6.727834701538086
355,20,CCCCCCCCC[N+](C)(CC)CCCCCCCC,298.58,8.0,20,196.21,,,,7.002992630004883
356,20,CCCCCCCC[N+](C)(CCC)CCCCCCCC,298.58,8.0,20,178.21,,,,7.201135158538818
357,20,CCCCCCCC[N+](CC)(CC)CCCCCCCC,298.58,7.8,20,172.21,,,,7.1494550704956055
358,20,CCCCCCCC[N+](CCC)(CCC)CCCCCC,298.58,7.8,20,188.21,,,,7.162440776824951
359,20,CCCCCCCC[N+](CCC)(CCCC)CCCCC,298.58,7.6,20,196.21,,,,7.184125900268555
360,20,CCCCCCCC[N+](CCCC)(CCCC)CCCC,298.58,7.9,20,172.44,,,,7.338454246520996
361,20,CCCCCCC[N+](C)(CCCCCC)CCCCCC,298.58,7.8,20,182.21,,,,7.365727424621582
362,20,CCCCCCC[N+](CCC)(CCC)CCCCCCC,298.58,7.8,20,172.21,,,,7.38325309753418
363,20,CCCCC[N+](CCC)(CCCCC)CCCCC(C)C,298.58,7.3,20,194.08,,,,7.370439052581787
364,20,CCCCC[N+](CCCCC)(CCCCC)CCCCC,298.58,7.4,20,148.71,,,,7.672224044799805
365,20,CCCC[N+](CCCC)(CCCC)CCCCC(C)CC,298.58,7.2,20,184.31,,,,7.220223426818848
